MLP_Layer,Learning_Rate,Dropout_Rate,Ensemble_Size,Mean_Best_Epoch,Mean_Accuracy,Std_Accuracy,Mean_AUROC,Std_AUROC,Mean_Avg_Precision,Std_Avg_Precision,Gen_Best_Epoch,Gen_Accuracy,Gen_AUROC,Gen_Avg_Precision,Calibration_Slope
"[60, 60]",1.0,0.2,1,epoch_1,0.615,0.1519,0.6053,0.1422,0.5114,0.1445,1,0.614,0.5914,0.4808,0.183
"[60, 60, 40]",1.0,0.2,1,epoch_0,0.4411,0.1069,0.6831,0.1451,0.5865,0.2179,0,0.4415,0.6788,0.4923,0.04
"[120, 60, 20]",1.0,0.2,1,epoch_0,0.6384,0.2489,0.7508,0.19,0.6525,0.2255,0,0.636,0.7717,0.5952,0.5236
"[120, 60, 40]",1.0,0.2,1,epoch_0,0.4169,0.0746,0.6679,0.2122,0.5759,0.2575,0,0.4167,0.6738,0.4765,0.2941
"[30, 20]",1.0,0.2,3,epoch_514,0.6374,0.003,0.5395,0.1075,0.3951,0.0907,514,0.6374,0.5706,0.4305,3.4317
"[60, 60]",1.0,0.2,3,epoch_1,0.5554,0.1924,0.6502,0.1771,0.5742,0.1901,1,0.5556,0.6422,0.5702,0.9164
"[60, 60, 40]",1.0,0.2,3,epoch_0,0.4411,0.0957,0.6612,0.1759,0.5717,0.2145,0,0.4415,0.6796,0.4888,0.6291
"[120, 60, 20]",1.0,0.2,3,epoch_0,0.6587,0.2371,0.736,0.213,0.6449,0.2477,0,0.6564,0.7424,0.616,0.6106
"[120, 60, 40]",1.0,0.2,3,epoch_0,0.5919,0.2528,0.7176,0.2254,0.6374,0.2712,0,0.5892,0.7021,0.5034,0.4589
"[30, 20]",1.0,0.4,1,epoch_298,0.6374,0.003,0.5057,0.017,0.3654,0.0089,299,0.6374,0.5054,0.3669,0.7776
"[60, 60]",1.0,0.4,1,epoch_2,0.6625,0.1074,0.6109,0.2005,0.5151,0.2252,2,0.6623,0.6586,0.4931,0.4521
"[60, 60, 40]",1.0,0.4,1,epoch_0,0.6594,0.1776,0.6799,0.1549,0.5561,0.1913,0,0.6579,0.6783,0.4881,0.3283
"[120, 60, 20]",1.0,0.4,1,epoch_0,0.3972,0.0979,0.6782,0.1748,0.5867,0.2255,0,0.3977,0.699,0.5086,0.4037
"[120, 60, 40]",1.0,0.4,1,epoch_0,0.3575,0.0802,0.5497,0.1299,0.4739,0.1671,0,0.3582,0.5684,0.4149,-0.0896
"[30, 20]",1.0,0.4,3,epoch_1,0.4321,0.1114,0.539,0.0887,0.4088,0.0982,1,0.4327,0.5412,0.4255,0.4876
"[60, 60]",1.0,0.4,3,epoch_2,0.636,0.0163,0.6495,0.2064,0.5499,0.2302,2,0.636,0.6445,0.4892,1.4189
"[60, 60, 40]",1.0,0.4,3,epoch_0,0.6568,0.1951,0.7555,0.1884,0.6638,0.2295,0,0.655,0.7479,0.5743,10000.0
"[120, 60, 20]",1.0,0.4,3,epoch_0,0.5682,0.1821,0.6975,0.2207,0.6304,0.2454,0,0.5673,0.7086,0.5466,10000.0
"[120, 60, 40]",1.0,0.4,3,epoch_0,0.5356,0.2059,0.6772,0.178,0.5808,0.2048,0,0.5336,0.6498,0.472,0.2653
"[30, 20]",1.0,0.6,1,epoch_0,0.4935,0.1735,0.5702,0.2049,0.4811,0.1922,1,0.6564,0.5622,0.4479,0.4589
"[60, 60]",1.0,0.6,1,epoch_4,0.6742,0.0841,0.6173,0.1181,0.5176,0.1303,4,0.674,0.6366,0.5016,0.4244
"[60, 60, 40]",1.0,0.6,1,epoch_0,0.6437,0.1381,0.5934,0.1226,0.4894,0.1192,0,0.6433,0.5881,0.4335,0.1052
"[120, 60, 20]",1.0,0.6,1,epoch_0,0.554,0.17,0.6071,0.1443,0.5241,0.1362,0,0.5541,0.6195,0.4849,0.228
"[120, 60, 40]",1.0,0.6,1,epoch_0,0.4958,0.1055,0.6308,0.1788,0.5215,0.195,0,0.4956,0.6154,0.4589,0.1462
"[30, 20]",1.0,0.6,3,epoch_0,0.4674,0.156,0.6544,0.1622,0.5676,0.1725,0,0.4678,0.6385,0.4958,0.5133
"[60, 60]",1.0,0.6,3,epoch_4,0.6503,0.09,0.7381,0.1435,0.6129,0.1697,4,0.6506,0.6894,0.5433,0.8188
"[60, 60, 40]",1.0,0.6,3,epoch_1,0.6126,0.1724,0.67,0.1814,0.5838,0.1863,1,0.6126,0.6806,0.5367,0.576
"[120, 60, 20]",1.0,0.6,3,epoch_0,0.6126,0.1023,0.6653,0.1288,0.5889,0.1571,0,0.6126,0.6416,0.4799,10000.0
"[120, 60, 40]",1.0,0.6,3,epoch_1,0.6014,0.149,0.6526,0.1781,0.569,0.1555,1,0.6009,0.6442,0.5185,0.4484
"[30, 20]",10.0,0,1,epoch_1,0.4075,0.1192,0.4988,0.0671,0.3741,0.0363,1,0.4079,0.5026,0.3669,-0.0773
"[60, 60]",10.0,0,1,epoch_1,0.5224,0.1711,0.5596,0.1061,0.4391,0.0826,1,0.5234,0.5606,0.4243,0.0756
"[60, 60, 40]",10.0,0,1,epoch_0,0.4509,0.1059,0.7176,0.1734,0.6101,0.2419,0,0.4518,0.7244,0.5357,0.2149
"[120, 60, 20]",10.0,0,1,epoch_0,0.5237,0.223,0.7083,0.1866,0.583,0.2347,0,0.5234,0.7113,0.5017,0.3943
"[120, 60, 40]",10.0,0,1,epoch_0,0.4807,0.1597,0.7219,0.1853,0.6082,0.2379,0,0.481,0.727,0.5185,0.4045
"[30, 20]",10.0,0,3,epoch_1,0.404,0.1194,0.4973,0.0679,0.3743,0.0384,2,0.6374,0.5065,0.3693,-0.6663
"[60, 60]",10.0,0,3,epoch_1,0.5562,0.2219,0.6022,0.221,0.546,0.2138,1,0.557,0.5928,0.4363,0.3514
"[60, 60, 40]",10.0,0,3,epoch_0,0.5476,0.2482,0.7235,0.1985,0.6233,0.2515,0,0.5453,0.7337,0.5429,0.8718
"[120, 60, 20]",10.0,0,3,epoch_0,0.6309,0.2329,0.7114,0.2144,0.6106,0.2548,0,0.6287,0.734,0.5284,0.6074
"[120, 60, 40]",10.0,0,3,epoch_0,0.6366,0.229,0.7311,0.1996,0.628,0.2563,0,0.6345,0.731,0.5268,0.4532
"[30, 20]",10.0,0.2,1,epoch_6,0.6374,0.003,0.5174,0.0326,0.3715,0.0172,4,0.4956,0.5202,0.3795,0.0484
"[60, 60]",10.0,0.2,1,epoch_1,0.576,0.1687,0.6349,0.1684,0.5205,0.1755,1,0.576,0.6057,0.4753,0.0854
"[60, 60, 40]",10.0,0.2,1,epoch_0,0.455,0.1757,0.6439,0.1744,0.5649,0.2155,0,0.4547,0.6657,0.479,0.1684
"[120, 60, 20]",10.0,0.2,1,epoch_0,0.6149,0.2391,0.7453,0.1902,0.6367,0.2431,0,0.6126,0.7662,0.5744,0.3877
"[120, 60, 40]",10.0,0.2,1,epoch_0,0.408,0.052,0.6555,0.1945,0.54,0.2277,0,0.4079,0.6488,0.4591,0.0897
"[30, 20]",10.0,0.2,3,epoch_1,0.5256,0.1351,0.5184,0.0536,0.3772,0.0319,5,0.5409,0.5114,0.3748,0.0434
"[60, 60]",10.0,0.2,3,epoch_1,0.5459,0.1764,0.665,0.1675,0.5626,0.1749,1,0.5468,0.6033,0.5074,0.4821
"[60, 60, 40]",10.0,0.2,3,epoch_0,0.4551,0.1218,0.664,0.1836,0.576,0.2179,0,0.4547,0.676,0.4884,0.7344
"[120, 60, 20]",10.0,0.2,3,epoch_0,0.6235,0.2243,0.7229,0.2183,0.6283,0.2609,0,0.6213,0.7366,0.5827,0.4692
"[120, 60, 40]",10.0,0.2,3,epoch_0,0.5699,0.2373,0.7262,0.212,0.6328,0.2569,0,0.5673,0.7089,0.5172,0.2212
"[30, 20]",10.0,0.4,1,epoch_1,0.5251,0.1399,0.498,0.0274,0.3626,0.0133,9,0.557,0.5032,0.3648,0.0098
"[60, 60]",10.0,0.4,1,epoch_0,0.4816,0.1775,0.5221,0.1795,0.4381,0.1292,2,0.6594,0.5901,0.4563,0.2942
"[60, 60, 40]",10.0,0.4,1,epoch_0,0.6598,0.1964,0.6803,0.1556,0.556,0.1994,0,0.6579,0.677,0.4789,0.3247
"[120, 60, 20]",10.0,0.4,1,epoch_0,0.403,0.0893,0.689,0.163,0.5854,0.2257,0,0.4035,0.7038,0.516,0.2896
"[120, 60, 40]",10.0,0.4,1,epoch_0,0.3883,0.0869,0.6053,0.1335,0.5159,0.194,0,0.3889,0.6124,0.4417,0.0116
"[30, 20]",10.0,0.4,3,epoch_1,0.5649,0.1426,0.542,0.0876,0.4058,0.0798,1,0.5643,0.5436,0.4034,10000.0
"[60, 60]",10.0,0.4,3,epoch_2,0.6316,0.0228,0.6224,0.1272,0.5035,0.1314,2,0.6316,0.5656,0.4387,0.5194
"[60, 60, 40]",10.0,0.4,3,epoch_0,0.6569,0.1997,0.7679,0.1775,0.662,0.2326,0,0.655,0.7575,0.5695,10000.0
"[120, 60, 20]",10.0,0.4,3,epoch_0,0.5657,0.1898,0.6949,0.2267,0.6126,0.255,0,0.5643,0.6927,0.5194,0.56
"[120, 60, 40]",10.0,0.4,3,epoch_0,0.5621,0.2053,0.6824,0.174,0.5844,0.2114,0,0.5599,0.6631,0.483,0.2326
"[30, 20]",10.0,0.6,1,epoch_0,0.4698,0.141,0.5971,0.1055,0.4358,0.0964,1,0.6579,0.5494,0.4265,0.317
"[60, 60]",10.0,0.6,1,epoch_3,0.5927,0.1306,0.5636,0.1026,0.4336,0.0643,3,0.5921,0.5716,0.4222,0.0926
"[60, 60, 40]",10.0,0.6,1,epoch_1,0.5632,0.152,0.5959,0.119,0.4637,0.1248,2,0.6257,0.6054,0.4295,0.0477
"[120, 60, 20]",10.0,0.6,1,epoch_0,0.5704,0.1572,0.599,0.1521,0.5053,0.1569,0,0.5702,0.6086,0.4586,0.1567
"[120, 60, 40]",10.0,0.6,1,epoch_0,0.4605,0.1477,0.5805,0.2017,0.4857,0.1697,1,0.6623,0.5807,0.4567,0.2883
"[30, 20]",10.0,0.6,3,epoch_0,0.4617,0.1303,0.6129,0.1681,0.487,0.1327,1,0.6374,0.5446,0.4628,0.5613
"[60, 60]",10.0,0.6,3,epoch_3,0.6378,0.1182,0.7063,0.1703,0.619,0.1863,3,0.6374,0.6341,0.4889,0.4125
"[60, 60, 40]",10.0,0.6,3,epoch_0,0.6673,0.1429,0.6899,0.1554,0.5611,0.1405,0,0.6667,0.6718,0.4768,10000.0
"[120, 60, 20]",10.0,0.6,3,epoch_0,0.601,0.1045,0.6187,0.1414,0.5224,0.1669,0,0.6009,0.6072,0.4561,10000.0
"[120, 60, 40]",10.0,0.6,3,epoch_1,0.6643,0.0934,0.6361,0.142,0.5504,0.1362,1,0.6637,0.63,0.5137,0.5632
"[30, 20]",100.0,0,1,epoch_2,0.6154,0.0833,0.5062,0.0133,0.3705,0.0158,2,0.6155,0.5073,0.3768,0.0526
"[60, 60]",100.0,0,1,epoch_1,0.5195,0.1679,0.5574,0.103,0.4358,0.08,1,0.5205,0.5554,0.419,0.0286
"[60, 60, 40]",100.0,0,1,epoch_0,0.4495,0.1062,0.7164,0.1743,0.6094,0.2424,0,0.4503,0.7232,0.5344,-0.0242
"[120, 60, 20]",100.0,0,1,epoch_0,0.5222,0.224,0.7183,0.1881,0.5934,0.2373,0,0.5219,0.7192,0.5087,0.1558
"[120, 60, 40]",100.0,0,1,epoch_0,0.4807,0.1597,0.7237,0.1898,0.6123,0.2461,0,0.481,0.7315,0.5216,0.2299
"[30, 20]",100.0,0,3,epoch_2,0.5864,0.1112,0.5062,0.0133,0.3705,0.0158,2,0.5863,0.5058,0.3661,10000.0
"[60, 60]",100.0,0,3,epoch_1,0.5171,0.2093,0.6516,0.1699,0.5454,0.2031,1,0.5175,0.6283,0.5042,0.4039
"[60, 60, 40]",100.0,0,3,epoch_0,0.3858,0.0503,0.733,0.1832,0.6277,0.2454,0,0.386,0.72,0.5261,0.7648
"[120, 60, 20]",100.0,0,3,epoch_0,0.6294,0.2313,0.7162,0.2124,0.6125,0.254,0,0.6272,0.7361,0.5322,0.467
"[120, 60, 40]",100.0,0,3,epoch_0,0.6204,0.2191,0.7351,0.1956,0.6291,0.2582,0,0.6184,0.7196,0.5136,0.4788
"[30, 20]",100.0,0.2,1,epoch_6,0.529,0.1329,0.5133,0.0315,0.3695,0.0165,4,0.5512,0.5188,0.3767,0.0272
"[60, 60]",100.0,0.2,1,epoch_1,0.6128,0.1784,0.6327,0.1652,0.5144,0.1642,1,0.6126,0.6013,0.4646,0.1219
"[60, 60, 40]",100.0,0.2,1,epoch_0,0.4535,0.1732,0.6464,0.1719,0.5647,0.2153,0,0.4532,0.6664,0.4792,-0.0781
"[120, 60, 20]",100.0,0.2,1,epoch_0,0.6105,0.2399,0.7437,0.1909,0.6364,0.2433,0,0.6082,0.7636,0.5706,0.2461
"[120, 60, 40]",100.0,0.2,1,epoch_0,0.4211,0.0665,0.6521,0.1968,0.5367,0.2249,0,0.4211,0.6495,0.4588,-0.0512
"[30, 20]",100.0,0.2,3,epoch_3,0.5424,0.1235,0.5176,0.0444,0.375,0.0263,4,0.5702,0.5153,0.3738,0.0534
"[60, 60]",100.0,0.2,3,epoch_1,0.6245,0.2013,0.6765,0.1845,0.5757,0.1967,1,0.6243,0.63,0.4859,10000.0
"[60, 60, 40]",100.0,0.2,3,epoch_0,0.3782,0.1062,0.6602,0.1786,0.5741,0.2119,0,0.3787,0.6685,0.4887,-0.0098
"[120, 60, 20]",100.0,0.2,3,epoch_0,0.5943,0.2338,0.7266,0.2107,0.6287,0.2522,0,0.5921,0.7214,0.5348,0.3681
"[120, 60, 40]",100.0,0.2,3,epoch_0,0.5359,0.2182,0.721,0.2132,0.6276,0.2572,0,0.5336,0.7012,0.5069,0.3994
"[30, 20]",100.0,0.4,1,epoch_3,0.5008,0.1375,0.5,0.0,0.3626,0.003,461,0.6111,0.5032,0.3648,0.0063
"[60, 60]",100.0,0.4,1,epoch_1,0.6015,0.1531,0.5759,0.1028,0.4452,0.0987,2,0.6608,0.5868,0.4504,0.2697
"[60, 60, 40]",100.0,0.4,1,epoch_0,0.6497,0.1966,0.6732,0.155,0.5488,0.2015,0,0.6477,0.6698,0.4719,0.3132
"[120, 60, 20]",100.0,0.4,1,epoch_0,0.4103,0.0942,0.6922,0.1646,0.5862,0.225,0,0.4108,0.7094,0.5199,0.0864
"[120, 60, 40]",100.0,0.4,1,epoch_0,0.3912,0.0803,0.6112,0.1317,0.519,0.1897,0,0.3918,0.6196,0.4486,-0.0235
"[30, 20]",100.0,0.4,3,epoch_1,0.6465,0.0387,0.5403,0.0962,0.4076,0.0911,1,0.6462,0.5231,0.3965,10000.0
"[60, 60]",100.0,0.4,3,epoch_2,0.6302,0.0219,0.5709,0.1206,0.4442,0.086,2,0.6301,0.5579,0.4314,0.6864
"[60, 60, 40]",100.0,0.4,3,epoch_0,0.6584,0.1994,0.7658,0.1752,0.6548,0.2272,0,0.6564,0.7539,0.562,10000.0
"[120, 60, 20]",100.0,0.4,3,epoch_0,0.52,0.1578,0.7101,0.2202,0.6188,0.2511,0,0.519,0.6798,0.4883,0.5927
"[120, 60, 40]",100.0,0.4,3,epoch_0,0.5693,0.1994,0.6798,0.1811,0.5886,0.2134,0,0.5673,0.6693,0.4881,0.2945
"[30, 20]",100.0,0.6,1,epoch_0,0.4785,0.1461,0.5915,0.0975,0.4304,0.0849,0,0.4781,0.5931,0.4192,0.0043
"[60, 60]",100.0,0.6,1,epoch_1,0.6627,0.0754,0.5715,0.0905,0.4396,0.1006,1,0.6623,0.5578,0.4267,0.2848
"[60, 60, 40]",100.0,0.6,1,epoch_1,0.6104,0.1698,0.6195,0.1223,0.477,0.1533,1,0.6096,0.6041,0.4333,0.3037
"[120, 60, 20]",100.0,0.6,1,epoch_0,0.5629,0.1442,0.6254,0.1301,0.5186,0.1766,0,0.5629,0.6286,0.4698,0.0877
"[120, 60, 40]",100.0,0.6,1,epoch_0,0.4897,0.1179,0.6343,0.1908,0.5227,0.1854,0,0.4898,0.6136,0.4548,-0.0932
"[30, 20]",100.0,0.6,3,epoch_0,0.4044,0.0839,0.6244,0.1456,0.4872,0.1147,0,0.405,0.6318,0.464,0.2105
"[60, 60]",100.0,0.6,3,epoch_3,0.6086,0.1423,0.62,0.1834,0.5209,0.1334,1,0.655,0.6248,0.4733,10000.0
"[60, 60, 40]",100.0,0.6,3,epoch_0,0.6686,0.1356,0.6935,0.1517,0.5675,0.1374,0,0.6681,0.6722,0.474,10000.0
"[120, 60, 20]",100.0,0.6,3,epoch_0,0.6462,0.1335,0.6604,0.1492,0.5575,0.1936,0,0.6462,0.6612,0.4964,10000.0
"[120, 60, 40]",100.0,0.6,3,epoch_0,0.6116,0.1257,0.6413,0.2137,0.5422,0.1993,1,0.6272,0.6046,0.486,0.2712
"[30, 20]",1000.0,0,1,epoch_2,0.6154,0.0833,0.5062,0.0133,0.3705,0.0158,2,0.6155,0.5071,0.3662,0.0355
"[60, 60]",1000.0,0,1,epoch_1,0.5238,0.1664,0.5384,0.0924,0.4057,0.074,1,0.5249,0.5404,0.3845,0.0532
"[60, 60, 40]",1000.0,0,1,epoch_0,0.4495,0.1062,0.5489,0.0888,0.3936,0.0558,0,0.4503,0.5497,0.3873,0.1781
"[120, 60, 20]",1000.0,0,1,epoch_0,0.5222,0.224,0.6225,0.1749,0.4835,0.2079,0,0.5219,0.6215,0.4292,0.3961
"[120, 60, 40]",1000.0,0,1,epoch_0,0.4821,0.1605,0.5898,0.1274,0.4295,0.1128,0,0.4825,0.5897,0.4095,0.3561
"[30, 20]",1000.0,0,3,epoch_2,0.6374,0.003,0.5062,0.0133,0.3705,0.0158,2,0.6374,0.5081,0.3665,0.0331
"[60, 60]",1000.0,0,3,epoch_1,0.5214,0.2094,0.6281,0.1819,0.5133,0.2182,1,0.5219,0.5943,0.4307,10000.0
"[60, 60, 40]",1000.0,0,3,epoch_0,0.3858,0.0503,0.6787,0.1496,0.5591,0.1974,0,0.386,0.6817,0.4825,0.5675
"[120, 60, 20]",1000.0,0,3,epoch_0,0.6294,0.2313,0.7224,0.1904,0.6056,0.237,0,0.6272,0.7286,0.5203,0.5138
"[120, 60, 40]",1000.0,0,3,epoch_0,0.6219,0.2187,0.7131,0.1814,0.58,0.2192,0,0.6199,0.7036,0.4932,0.5351
"[30, 20]",1000.0,0.2,1,epoch_3,0.5457,0.124,0.511,0.0271,0.37,0.0158,131,0.5965,0.5131,0.3703,0.024
"[60, 60]",1000.0,0.2,1,epoch_1,0.6187,0.1783,0.6097,0.1592,0.4805,0.1562,1,0.6184,0.5958,0.4296,0.2904
"[60, 60, 40]",1000.0,0.2,1,epoch_0,0.4521,0.1733,0.5448,0.1535,0.4099,0.102,0,0.4518,0.5447,0.3847,0.1439
"[120, 60, 20]",1000.0,0.2,1,epoch_0,0.6105,0.2399,0.6766,0.1873,0.5505,0.2278,0,0.6082,0.6753,0.4696,0.3828
"[120, 60, 40]",1000.0,0.2,1,epoch_0,0.4153,0.0724,0.523,0.0819,0.3787,0.0344,0,0.4152,0.523,0.3736,0.1054
"[30, 20]",1000.0,0.2,3,epoch_3,0.5424,0.1235,0.5143,0.0268,0.3719,0.0153,131,0.6374,0.5128,0.3687,10000.0
"[60, 60]",1000.0,0.2,3,epoch_1,0.6201,0.1836,0.6386,0.1664,0.5184,0.1753,2,0.6725,0.5689,0.4379,10000.0
"[60, 60, 40]",1000.0,0.2,3,epoch_0,0.3782,0.1062,0.5562,0.1454,0.4149,0.1003,0,0.3787,0.5652,0.398,0.1266
"[120, 60, 20]",1000.0,0.2,3,epoch_0,0.5943,0.2338,0.7015,0.2004,0.5838,0.2294,0,0.5921,0.6749,0.472,0.4327
"[120, 60, 40]",1000.0,0.2,3,epoch_0,0.5359,0.2182,0.6846,0.2136,0.5825,0.2324,0,0.5336,0.6704,0.4757,0.1768
"[30, 20]",1000.0,0.4,1,epoch_1,0.582,0.1198,0.4989,0.0209,0.3646,0.0158,370,0.557,0.5031,0.3646,0.0033
"[60, 60]",1000.0,0.4,1,epoch_1,0.5438,0.16,0.5703,0.1103,0.4373,0.1028,2,0.6652,0.5566,0.4099,0.3219
"[60, 60, 40]",1000.0,0.4,1,epoch_0,0.6468,0.1983,0.671,0.1562,0.5478,0.2028,0,0.6447,0.6692,0.4719,0.315
"[120, 60, 20]",1000.0,0.4,1,epoch_0,0.4103,0.0942,0.5277,0.0795,0.3809,0.0475,0,0.4108,0.5283,0.3762,0.1768
"[120, 60, 40]",1000.0,0.4,1,epoch_1,0.6567,0.0542,0.5365,0.0804,0.4035,0.0846,1,0.6564,0.5366,0.3941,0.331
"[30, 20]",1000.0,0.4,3,epoch_1,0.6494,0.0379,0.5443,0.0951,0.4105,0.09,1,0.6491,0.5372,0.3997,10000.0
"[60, 60]",1000.0,0.4,3,epoch_1,0.5112,0.1356,0.5707,0.1041,0.4374,0.103,2,0.6287,0.547,0.3991,0.5053
"[60, 60, 40]",1000.0,0.4,3,epoch_0,0.657,0.1999,0.7595,0.1702,0.6376,0.2108,0,0.655,0.7426,0.5509,10000.0
"[120, 60, 20]",1000.0,0.4,3,epoch_0,0.52,0.1578,0.6788,0.1913,0.5591,0.1897,0,0.519,0.6745,0.4882,0.4383
"[120, 60, 40]",1000.0,0.4,3,epoch_0,0.5736,0.1952,0.6497,0.1694,0.5468,0.1935,0,0.5716,0.6549,0.4703,0.3379
"[30, 20]",1000.0,0.6,1,epoch_0,0.4786,0.1495,0.5625,0.1071,0.4085,0.0847,0,0.4781,0.5631,0.396,0.0581
"[60, 60]",1000.0,0.6,1,epoch_4,0.6406,0.0966,0.5756,0.0895,0.4357,0.0812,1,0.6579,0.5509,0.416,0.3103
"[60, 60, 40]",1000.0,0.6,1,epoch_1,0.6103,0.1662,0.6149,0.1287,0.4717,0.1532,1,0.6096,0.6156,0.4321,0.2138
"[120, 60, 20]",1000.0,0.6,1,epoch_0,0.5498,0.1436,0.5912,0.1136,0.4627,0.1495,0,0.5497,0.5921,0.4229,-0.0068
"[120, 60, 40]",1000.0,0.6,1,epoch_0,0.4883,0.1154,0.5697,0.1466,0.4381,0.1285,1,0.6082,0.5775,0.4113,0.131
"[30, 20]",1000.0,0.6,3,epoch_0,0.4029,0.0839,0.6133,0.1229,0.4598,0.0936,0,0.4035,0.6226,0.4467,10000.0
"[60, 60]",1000.0,0.6,3,epoch_1,0.6569,0.1205,0.6182,0.1632,0.5047,0.1564,1,0.6564,0.6201,0.4556,10000.0
"[60, 60, 40]",1000.0,0.6,3,epoch_0,0.6716,0.1382,0.6932,0.1547,0.5676,0.1438,0,0.6711,0.6736,0.4759,10000.0
"[120, 60, 20]",1000.0,0.6,3,epoch_0,0.6447,0.1436,0.6398,0.138,0.5175,0.1651,0,0.6447,0.6359,0.4648,10000.0
"[120, 60, 40]",1000.0,0.6,3,epoch_1,0.6431,0.1051,0.6608,0.1026,0.5191,0.1122,1,0.6433,0.6376,0.4952,10000.0
