MLP Layer,Learning Rate,Dropout Rate,Ensemble Size,Best Epoch,Accuracy,AUROC,Avg Precision
"[60, 20]",1.0,0.3,0,944,0.9016,0.8639,0.5823
"[60, 60, 20]",1.0,0.3,0,760,0.8998,0.8678,0.6058
"[120, 60, 20]",1.0,0.3,0,507,0.903,0.8659,0.6007
[40],1.0,0.3,0,995,0.8967,0.8482,0.5726
"[40, 40]",1.0,0.3,0,931,0.9034,0.8645,0.5874
"[60, 40]",1.0,0.3,0,603,0.9016,0.8533,0.5777
"[120, 60, 40]",1.0,0.3,0,588,0.9003,0.8691,0.607
[20],1.0,0.4,0,986,0.8976,0.8364,0.5634
"[30, 20]",1.0,0.4,0,999,0.9012,0.8594,0.581
"[60, 20]",1.0,0.4,0,996,0.9012,0.8653,0.5981
"[60, 60, 20]",1.0,0.4,0,810,0.8994,0.8653,0.5971
"[120, 60, 20]",1.0,0.4,0,743,0.9012,0.8704,0.6086
[40],1.0,0.4,0,996,0.8985,0.8482,0.5731
"[40, 40]",1.0,0.4,0,835,0.9034,0.8626,0.596
"[60, 40]",1.0,0.4,0,854,0.9034,0.8645,0.5881
"[120, 60, 40]",1.0,0.4,0,604,0.9012,0.8689,0.6069
[20],1.0,0.5,0,997,0.8953,0.8396,0.5637
"[30, 20]",1.0,0.5,0,998,0.9012,0.8572,0.5895
"[60, 20]",1.0,0.5,0,977,0.9021,0.864,0.6004
"[60, 60, 20]",1.0,0.5,0,961,0.9012,0.8684,0.6071
"[120, 60, 20]",1.0,0.5,0,683,0.8994,0.8688,0.6093
[40],1.0,0.5,0,1000,0.8971,0.8509,0.5777
"[40, 40]",1.0,0.5,0,1000,0.9026,0.8632,0.588
"[60, 40]",1.0,0.5,0,995,0.9003,0.8645,0.5958
"[120, 60, 40]",1.0,0.5,0,682,0.9016,0.8677,0.6061
[20],1.0,0.6,0,992,0.8935,0.8396,0.5605
"[30, 20]",1.0,0.6,0,976,0.9003,0.8542,0.575
"[60, 20]",1.0,0.6,0,999,0.9012,0.8595,0.5897
"[60, 60, 20]",1.0,0.6,0,940,0.8994,0.8657,0.6035
"[120, 60, 20]",1.0,0.6,0,814,0.9003,0.8659,0.6042
[40],1.0,0.6,0,999,0.8971,0.8494,0.5762
"[40, 40]",1.0,0.6,0,991,0.9034,0.8612,0.5946
"[60, 40]",1.0,0.6,0,996,0.9025,0.8624,0.5916
"[120, 60, 40]",1.0,0.6,0,900,0.9016,0.8688,0.6038
[20],1.0,0.7,0,1000,0.8953,0.8402,0.5648
"[30, 20]",1.0,0.7,0,999,0.8976,0.8519,0.5801
"[60, 20]",1.0,0.7,0,1000,0.8994,0.8566,0.5928
"[60, 60, 20]",1.0,0.7,0,980,0.8994,0.8616,0.603
"[120, 60, 20]",1.0,0.7,0,998,0.8994,0.8649,0.6078
[40],1.0,0.7,0,992,0.8962,0.8497,0.5767
"[40, 40]",1.0,0.7,0,983,0.8989,0.858,0.5951
"[60, 40]",1.0,0.7,0,975,0.9003,0.8611,0.5935
"[120, 60, 40]",1.0,0.7,0,973,0.9007,0.8659,0.6074
[20],1.0,0.8,0,1000,0.8917,0.8373,0.5575
"[30, 20]",1.0,0.8,0,999,0.8791,0.8459,0.5696
"[60, 20]",1.0,0.8,0,999,0.8885,0.8494,0.5794
"[60, 60, 20]",1.0,0.8,0,999,0.8795,0.8517,0.5847
"[120, 60, 20]",1.0,0.8,0,998,0.8831,0.8554,0.5916
[40],1.0,0.8,0,982,0.8935,0.8469,0.575
"[40, 40]",1.0,0.8,0,999,0.8971,0.8528,0.5852
"[60, 40]",1.0,0.8,0,1000,0.8953,0.8542,0.5834
"[120, 60, 40]",1.0,0.8,0,996,0.898,0.8572,0.5973
[20],1.0,0.9,0,1000,0.88,0.8192,0.5455
"[30, 20]",1.0,0.9,0,986,0.8777,0.7901,0.5072
"[60, 20]",1.0,0.9,0,983,0.8777,0.7999,0.5285
"[60, 60, 20]",1.0,0.9,0,999,0.8777,0.7491,0.4799
"[120, 60, 20]",1.0,0.9,0,915,0.8777,0.7787,0.5119
[40],1.0,0.9,0,998,0.8885,0.8292,0.5543
"[40, 40]",1.0,0.9,0,998,0.8777,0.8135,0.5424
"[60, 40]",1.0,0.9,0,1000,0.8777,0.8013,0.5175
"[120, 60, 40]",1.0,0.9,0,997,0.8777,0.7671,0.4954
[20],10.0,0.0,0,993,0.8958,0.8311,0.5566
"[30, 20]",10.0,0.0,0,881,0.9025,0.8562,0.5817
"[60, 20]",10.0,0.0,0,668,0.9021,0.8531,0.5734
"[60, 60, 20]",10.0,0.0,0,688,0.9012,0.8659,0.5726
"[120, 60, 20]",10.0,0.0,0,462,0.903,0.8671,0.5704
[40],10.0,0.0,0,941,0.8971,0.8395,0.5649
"[40, 40]",10.0,0.0,0,825,0.9025,0.8629,0.5667
"[60, 40]",10.0,0.0,0,510,0.8994,0.8485,0.5659
"[120, 60, 40]",10.0,0.0,0,317,0.9035,0.8648,0.594
[20],10.0,0.1,0,999,0.8967,0.8347,0.5567
"[30, 20]",10.0,0.1,0,995,0.9034,0.8626,0.5826
"[60, 20]",10.0,0.1,0,624,0.898,0.8529,0.5749
"[60, 60, 20]",10.0,0.1,0,446,0.9025,0.8603,0.5761
"[120, 60, 20]",10.0,0.1,0,479,0.9034,0.8676,0.5859
[40],10.0,0.1,0,985,0.8989,0.8421,0.5674
"[40, 40]",10.0,0.1,0,756,0.9016,0.8627,0.5877
"[60, 40]",10.0,0.1,0,548,0.9003,0.8539,0.5648
"[120, 60, 40]",10.0,0.1,0,317,0.9021,0.8659,0.5976
[20],10.0,0.2,0,992,0.8949,0.8309,0.5543
"[30, 20]",10.0,0.2,0,1000,0.9043,0.8608,0.5901
"[60, 20]",10.0,0.2,0,675,0.8998,0.8533,0.5763
"[60, 60, 20]",10.0,0.2,0,769,0.9012,0.8644,0.5686
"[120, 60, 20]",10.0,0.2,0,462,0.9012,0.8689,0.6037
[40],10.0,0.2,0,989,0.8976,0.8447,0.5721
"[40, 40]",10.0,0.2,0,805,0.903,0.8646,0.5924
"[60, 40]",10.0,0.2,0,610,0.9007,0.8587,0.5763
"[120, 60, 40]",10.0,0.2,0,382,0.9025,0.868,0.6042
[20],10.0,0.3,0,1000,0.8962,0.8343,0.5625
"[30, 20]",10.0,0.3,0,997,0.9012,0.861,0.5733
"[60, 20]",10.0,0.3,0,913,0.9021,0.865,0.5914
"[60, 60, 20]",10.0,0.3,0,707,0.9026,0.8659,0.6027
"[120, 60, 20]",10.0,0.3,0,610,0.9039,0.8669,0.5991
[40],10.0,0.3,0,996,0.8971,0.846,0.5702
"[40, 40]",10.0,0.3,0,839,0.9021,0.8611,0.585
"[60, 40]",10.0,0.3,0,843,0.903,0.8652,0.5802
"[120, 60, 40]",10.0,0.3,0,524,0.9007,0.8703,0.6086
[20],10.0,0.4,0,1000,0.8962,0.8371,0.5618
"[30, 20]",10.0,0.4,0,984,0.9021,0.8591,0.5853
"[60, 20]",10.0,0.4,0,1000,0.8998,0.8632,0.5927
"[60, 60, 20]",10.0,0.4,0,807,0.8998,0.865,0.5925
"[120, 60, 20]",10.0,0.4,0,667,0.9016,0.866,0.6006
[40],10.0,0.4,0,938,0.8962,0.8477,0.5737
"[40, 40]",10.0,0.4,0,958,0.9012,0.8639,0.5969
"[60, 40]",10.0,0.4,0,870,0.9039,0.8633,0.5909
"[120, 60, 40]",10.0,0.4,0,614,0.9007,0.8703,0.607
[20],10.0,0.5,0,999,0.8953,0.838,0.5627
"[30, 20]",10.0,0.5,0,965,0.9003,0.857,0.5767
"[60, 20]",10.0,0.5,0,998,0.9021,0.8607,0.5821
"[60, 60, 20]",10.0,0.5,0,958,0.903,0.8679,0.602
"[120, 60, 20]",10.0,0.5,0,895,0.9021,0.8689,0.6086
[40],10.0,0.5,0,995,0.8985,0.8493,0.5727
"[40, 40]",10.0,0.5,0,998,0.9016,0.8655,0.5986
"[60, 40]",10.0,0.5,0,990,0.9003,0.8647,0.6033
"[120, 60, 40]",10.0,0.5,0,813,0.903,0.8694,0.6121
[20],10.0,0.6,0,981,0.8926,0.8396,0.5644
"[30, 20]",10.0,0.6,0,994,0.9003,0.8558,0.5885
"[60, 20]",10.0,0.6,0,980,0.8998,0.8624,0.5953
"[60, 60, 20]",10.0,0.6,0,999,0.9021,0.8652,0.6039
"[120, 60, 20]",10.0,0.6,0,955,0.9025,0.8664,0.6066
[40],10.0,0.6,0,1000,0.8958,0.8502,0.5797
"[40, 40]",10.0,0.6,0,1000,0.9016,0.8624,0.5952
"[60, 40]",10.0,0.6,0,981,0.9012,0.8627,0.6016
"[120, 60, 40]",10.0,0.6,0,729,0.8994,0.8678,0.6069
[20],10.0,0.7,0,1000,0.8957,0.8415,0.5668
"[30, 20]",10.0,0.7,0,988,0.8958,0.8551,0.5899
"[60, 20]",10.0,0.7,0,978,0.8971,0.8583,0.5933
"[60, 60, 20]",10.0,0.7,0,968,0.9021,0.8597,0.5961
"[120, 60, 20]",10.0,0.7,0,971,0.8989,0.8638,0.604
[40],10.0,0.7,0,1000,0.8953,0.849,0.5769
"[40, 40]",10.0,0.7,0,1000,0.9007,0.8575,0.5919
"[60, 40]",10.0,0.7,0,994,0.9003,0.8608,0.5954
"[120, 60, 40]",10.0,0.7,0,901,0.8994,0.8659,0.608
[20],10.0,0.8,0,984,0.8908,0.8361,0.5591
"[30, 20]",10.0,0.8,0,1000,0.8795,0.8428,0.5719
"[60, 20]",10.0,0.8,0,1000,0.8899,0.8488,0.5803
"[60, 60, 20]",10.0,0.8,0,1000,0.8804,0.8533,0.5892
"[120, 60, 20]",10.0,0.8,0,975,0.8867,0.8559,0.5917
[40],10.0,0.8,0,999,0.8944,0.8437,0.569
"[40, 40]",10.0,0.8,0,999,0.8935,0.8506,0.5786
"[60, 40]",10.0,0.8,0,1000,0.8953,0.8534,0.5848
"[120, 60, 40]",10.0,0.8,0,997,0.8994,0.8584,0.5977
[20],10.0,0.9,0,995,0.8809,0.8206,0.538
"[30, 20]",10.0,0.9,0,998,0.8777,0.7865,0.5156
"[60, 20]",10.0,0.9,0,1000,0.8777,0.8017,0.5265
"[60, 60, 20]",10.0,0.9,0,994,0.8777,0.7696,0.4994
"[120, 60, 20]",10.0,0.9,0,942,0.8777,0.7697,0.4978
[40],10.0,0.9,0,997,0.8894,0.8272,0.5447
"[40, 40]",10.0,0.9,0,998,0.8777,0.8097,0.5335
"[60, 40]",10.0,0.9,0,997,0.8768,0.8041,0.5337
"[120, 60, 40]",10.0,0.9,0,968,0.8777,0.7728,0.4949
[20],100.0,0.0,0,1000,0.8958,0.8328,0.556
"[30, 20]",100.0,0.0,0,919,0.9007,0.8634,0.5686
"[60, 20]",100.0,0.0,0,630,0.8985,0.8504,0.5692
"[60, 60, 20]",100.0,0.0,0,671,0.8994,0.8623,0.5577
"[120, 60, 20]",100.0,0.0,0,370,0.9048,0.8639,0.5801
[40],100.0,0.0,0,937,0.8985,0.8377,0.5589
"[40, 40]",100.0,0.0,0,658,0.8998,0.8551,0.5686
"[60, 40]",100.0,0.0,0,642,0.9039,0.8613,0.5672
"[120, 60, 40]",100.0,0.0,0,296,0.9003,0.8647,0.6003
[20],100.0,0.1,0,1000,0.8967,0.8322,0.5534
"[30, 20]",100.0,0.1,0,966,0.8989,0.8595,0.5805
"[60, 20]",100.0,0.1,0,782,0.9035,0.8607,0.572
"[60, 60, 20]",100.0,0.1,0,514,0.9039,0.8655,0.5803
"[120, 60, 20]",100.0,0.1,0,314,0.9007,0.8605,0.5889
[40],100.0,0.1,0,1000,0.8971,0.8434,0.5649
"[40, 40]",100.0,0.1,0,934,0.9007,0.8628,0.5747
"[60, 40]",100.0,0.1,0,607,0.903,0.859,0.581
"[120, 60, 40]",100.0,0.1,0,342,0.8998,0.8697,0.5997
[20],100.0,0.2,0,994,0.8962,0.8348,0.5598
"[30, 20]",100.0,0.2,0,950,0.9025,0.861,0.5905
"[60, 20]",100.0,0.2,0,721,0.9003,0.8571,0.5808
"[60, 60, 20]",100.0,0.2,0,699,0.9021,0.8645,0.5984
"[120, 60, 20]",100.0,0.2,0,531,0.903,0.8659,0.6046
[40],100.0,0.2,0,944,0.898,0.8418,0.5646
"[40, 40]",100.0,0.2,0,848,0.9025,0.8622,0.5935
"[60, 40]",100.0,0.2,0,689,0.9007,0.8592,0.5624
"[120, 60, 40]",100.0,0.2,0,405,0.9016,0.8667,0.6061
[20],100.0,0.3,0,991,0.8971,0.8343,0.5578
"[30, 20]",100.0,0.3,0,963,0.8998,0.8597,0.5859
"[60, 20]",100.0,0.3,0,947,0.9007,0.8618,0.5876
"[60, 60, 20]",100.0,0.3,0,642,0.9017,0.8635,0.588
"[120, 60, 20]",100.0,0.3,0,498,0.9021,0.8658,0.6051
[40],100.0,0.3,0,977,0.8976,0.8444,0.5683
"[40, 40]",100.0,0.3,0,875,0.9012,0.8621,0.5848
"[60, 40]",100.0,0.3,0,728,0.9012,0.8598,0.584
"[120, 60, 40]",100.0,0.3,0,447,0.9012,0.8694,0.6078
[20],100.0,0.4,0,1000,0.8953,0.8373,0.5592
"[30, 20]",100.0,0.4,0,993,0.9016,0.8592,0.5739
"[60, 20]",100.0,0.4,0,998,0.9034,0.8655,0.6034
"[60, 60, 20]",100.0,0.4,0,823,0.9003,0.8665,0.5926
"[120, 60, 20]",100.0,0.4,0,685,0.9007,0.8701,0.607
[40],100.0,0.4,0,968,0.8976,0.8477,0.5728
"[40, 40]",100.0,0.4,0,920,0.9039,0.8635,0.5889
"[60, 40]",100.0,0.4,0,787,0.9016,0.8633,0.5947
"[120, 60, 40]",100.0,0.4,0,568,0.9016,0.8707,0.6065
[20],100.0,0.5,0,999,0.8958,0.8361,0.5563
"[30, 20]",100.0,0.5,0,1000,0.9003,0.8575,0.5747
"[60, 20]",100.0,0.5,0,998,0.9007,0.8635,0.5978
"[60, 60, 20]",100.0,0.5,0,923,0.8989,0.8673,0.6059
"[120, 60, 20]",100.0,0.5,0,636,0.8994,0.8655,0.6022
[40],100.0,0.5,0,993,0.898,0.8501,0.5752
"[40, 40]",100.0,0.5,0,994,0.9012,0.8644,0.6013
"[60, 40]",100.0,0.5,0,993,0.9025,0.8653,0.587
"[120, 60, 40]",100.0,0.5,0,636,0.903,0.8673,0.6056
[20],100.0,0.6,0,995,0.8944,0.839,0.5641
"[30, 20]",100.0,0.6,0,988,0.8989,0.8536,0.5718
"[60, 20]",100.0,0.6,0,997,0.9043,0.8616,0.5975
"[60, 60, 20]",100.0,0.6,0,971,0.9021,0.8658,0.6069
"[120, 60, 20]",100.0,0.6,0,999,0.9007,0.8683,0.6052
[40],100.0,0.6,0,949,0.898,0.8486,0.5776
"[40, 40]",100.0,0.6,0,980,0.9003,0.862,0.5911
"[60, 40]",100.0,0.6,0,999,0.9016,0.8628,0.5975
"[120, 60, 40]",100.0,0.6,0,670,0.9007,0.8688,0.6122
[20],100.0,0.7,0,1000,0.8944,0.8388,0.5597
"[30, 20]",100.0,0.7,0,1000,0.8971,0.8509,0.5693
"[60, 20]",100.0,0.7,0,1000,0.9003,0.8579,0.5929
"[60, 60, 20]",100.0,0.7,0,994,0.9007,0.8626,0.6018
"[120, 60, 20]",100.0,0.7,0,928,0.8989,0.8654,0.6065
[40],100.0,0.7,0,999,0.8962,0.8487,0.5733
"[40, 40]",100.0,0.7,0,1000,0.9012,0.8583,0.5914
"[60, 40]",100.0,0.7,0,994,0.9025,0.8615,0.5966
"[120, 60, 40]",100.0,0.7,0,981,0.9012,0.8661,0.6071
[20],100.0,0.8,0,999,0.8917,0.8352,0.5574
"[30, 20]",100.0,0.8,0,996,0.8791,0.8418,0.5648
"[60, 20]",100.0,0.8,0,1000,0.8894,0.8499,0.5815
"[60, 60, 20]",100.0,0.8,0,1000,0.8813,0.8498,0.5828
"[120, 60, 20]",100.0,0.8,0,992,0.8863,0.8552,0.5949
[40],100.0,0.8,0,997,0.8967,0.8458,0.5727
"[40, 40]",100.0,0.8,0,990,0.8967,0.8503,0.5847
"[60, 40]",100.0,0.8,0,996,0.8953,0.8535,0.5832
"[120, 60, 40]",100.0,0.8,0,987,0.9012,0.8568,0.5975
[20],100.0,0.9,0,997,0.8831,0.8147,0.536
"[30, 20]",100.0,0.9,0,1000,0.8777,0.7953,0.5231
"[60, 20]",100.0,0.9,0,1000,0.8777,0.7971,0.5151
"[60, 60, 20]",100.0,0.9,0,989,0.8777,0.7561,0.4946
"[120, 60, 20]",100.0,0.9,0,1000,0.8777,0.7588,0.4878
[40],100.0,0.9,0,999,0.889,0.8304,0.5511
"[40, 40]",100.0,0.9,0,997,0.8777,0.8032,0.5242
"[60, 40]",100.0,0.9,0,973,0.8777,0.808,0.5301
"[120, 60, 40]",100.0,0.9,0,884,0.8777,0.7643,0.4809
[20],1000.0,0.0,0,1000,0.8962,0.8318,0.5564
"[30, 20]",1000.0,0.0,0,933,0.9016,0.8601,0.5768
"[60, 20]",1000.0,0.0,0,603,0.8994,0.8513,0.5826
"[60, 60, 20]",1000.0,0.0,0,441,0.9035,0.8598,0.5709
"[120, 60, 20]",1000.0,0.0,0,280,0.9021,0.8554,0.5808
[40],1000.0,0.0,0,955,0.8971,0.8393,0.5626
"[40, 40]",1000.0,0.0,0,624,0.9012,0.8575,0.5734
"[60, 40]",1000.0,0.0,0,681,0.8989,0.8577,0.5712
"[120, 60, 40]",1000.0,0.0,0,360,0.9016,0.8684,0.5869
[20],1000.0,0.1,0,1000,0.8958,0.832,0.5566
"[30, 20]",1000.0,0.1,0,994,0.9021,0.8624,0.5848
"[60, 20]",1000.0,0.1,0,832,0.9016,0.8588,0.5677
"[60, 60, 20]",1000.0,0.1,0,485,0.9016,0.8608,0.5923
"[120, 60, 20]",1000.0,0.1,0,447,0.9007,0.8635,0.5878
[40],1000.0,0.1,0,942,0.8967,0.8418,0.5692
"[40, 40]",1000.0,0.1,0,841,0.9021,0.8619,0.5618
"[60, 40]",1000.0,0.1,0,700,0.903,0.8618,0.5732
"[120, 60, 40]",1000.0,0.1,0,367,0.8998,0.8692,0.6055
[20],1000.0,0.2,0,999,0.8958,0.8354,0.5618
"[30, 20]",1000.0,0.2,0,990,0.9007,0.8622,0.5782
"[60, 20]",1000.0,0.2,0,817,0.9016,0.8606,0.5873
"[60, 60, 20]",1000.0,0.2,0,587,0.9021,0.8654,0.586
"[120, 60, 20]",1000.0,0.2,0,475,0.9012,0.865,0.5859
[40],1000.0,0.2,0,955,0.8976,0.8437,0.5651
"[40, 40]",1000.0,0.2,0,789,0.903,0.8645,0.5784
"[60, 40]",1000.0,0.2,0,524,0.8976,0.8542,0.5864
"[120, 60, 40]",1000.0,0.2,0,458,0.9021,0.872,0.6076
[20],1000.0,0.3,0,991,0.8953,0.8357,0.5619
"[30, 20]",1000.0,0.3,0,1000,0.9039,0.861,0.5846
"[60, 20]",1000.0,0.3,0,994,0.9016,0.8647,0.6018
"[60, 60, 20]",1000.0,0.3,0,740,0.8998,0.8631,0.5813
"[120, 60, 20]",1000.0,0.3,0,558,0.8985,0.8665,0.5966
[40],1000.0,0.3,0,1000,0.8998,0.8468,0.5701
"[40, 40]",1000.0,0.3,0,845,0.9043,0.8625,0.5858
"[60, 40]",1000.0,0.3,0,770,0.9034,0.8639,0.5848
"[120, 60, 40]",1000.0,0.3,0,636,0.9016,0.8696,0.6059
[20],1000.0,0.4,0,995,0.8962,0.8365,0.5606
"[30, 20]",1000.0,0.4,0,817,0.8998,0.8534,0.5719
"[60, 20]",1000.0,0.4,0,961,0.9007,0.864,0.5996
"[60, 60, 20]",1000.0,0.4,0,804,0.8998,0.8658,0.6031
"[120, 60, 20]",1000.0,0.4,0,785,0.8994,0.8676,0.6008
[40],1000.0,0.4,0,999,0.8962,0.8472,0.574
"[40, 40]",1000.0,0.4,0,900,0.9025,0.8629,0.5823
"[60, 40]",1000.0,0.4,0,827,0.9021,0.8642,0.5963
"[120, 60, 40]",1000.0,0.4,0,634,0.9007,0.8699,0.6102
[20],1000.0,0.5,0,998,0.8958,0.8394,0.5598
"[30, 20]",1000.0,0.5,0,918,0.8998,0.8544,0.5753
"[60, 20]",1000.0,0.5,0,1000,0.9039,0.8609,0.5908
"[60, 60, 20]",1000.0,0.5,0,953,0.9012,0.8669,0.6027
"[120, 60, 20]",1000.0,0.5,0,759,0.9035,0.8694,0.6089
[40],1000.0,0.5,0,998,0.898,0.8494,0.5735
"[40, 40]",1000.0,0.5,0,999,0.9039,0.8641,0.6059
"[60, 40]",1000.0,0.5,0,985,0.9003,0.8657,0.5928
"[120, 60, 40]",1000.0,0.5,0,697,0.9012,0.8667,0.6075
[20],1000.0,0.6,0,990,0.8949,0.8393,0.5625
"[30, 20]",1000.0,0.6,0,979,0.8989,0.8555,0.5802
"[60, 20]",1000.0,0.6,0,995,0.9016,0.862,0.5966
"[60, 60, 20]",1000.0,0.6,0,967,0.9016,0.8653,0.6002
"[120, 60, 20]",1000.0,0.6,0,697,0.9016,0.8656,0.6081
[40],1000.0,0.6,0,997,0.8971,0.8511,0.5782
"[40, 40]",1000.0,0.6,0,990,0.9012,0.8604,0.591
"[60, 40]",1000.0,0.6,0,977,0.9021,0.8642,0.5984
"[120, 60, 40]",1000.0,0.6,0,815,0.903,0.8672,0.6121
[20],1000.0,0.7,0,996,0.8944,0.8409,0.5628
"[30, 20]",1000.0,0.7,0,979,0.8949,0.8529,0.5844
"[60, 20]",1000.0,0.7,0,1000,0.898,0.8559,0.5937
"[60, 60, 20]",1000.0,0.7,0,998,0.8998,0.8605,0.5966
"[120, 60, 20]",1000.0,0.7,0,990,0.8998,0.863,0.5989
[40],1000.0,0.7,0,998,0.8967,0.8495,0.5784
"[40, 40]",1000.0,0.7,0,954,0.8985,0.8563,0.5908
"[60, 40]",1000.0,0.7,0,963,0.9016,0.8622,0.5935
"[120, 60, 40]",1000.0,0.7,0,944,0.8989,0.867,0.6056
[20],1000.0,0.8,0,999,0.8912,0.8368,0.5563
"[30, 20]",1000.0,0.8,0,997,0.8809,0.8444,0.5709
"[60, 20]",1000.0,0.8,0,1000,0.8894,0.8506,0.5809
"[60, 60, 20]",1000.0,0.8,0,1000,0.8791,0.8536,0.5883
"[120, 60, 20]",1000.0,0.8,0,988,0.8885,0.8563,0.594
[40],1000.0,0.8,0,993,0.8949,0.8464,0.5704
"[40, 40]",1000.0,0.8,0,1000,0.8944,0.8529,0.5825
"[60, 40]",1000.0,0.8,0,1000,0.8949,0.8533,0.584
"[120, 60, 40]",1000.0,0.8,0,968,0.8998,0.856,0.5914
[20],1000.0,0.9,0,1000,0.8827,0.8229,0.5441
"[30, 20]",1000.0,0.9,0,1000,0.8777,0.7889,0.5193
"[60, 20]",1000.0,0.9,0,999,0.8777,0.8071,0.5275
"[60, 60, 20]",1000.0,0.9,0,999,0.8777,0.7753,0.5161
"[120, 60, 20]",1000.0,0.9,0,983,0.8777,0.7675,0.5032
[40],1000.0,0.9,0,989,0.889,0.8297,0.5528
"[40, 40]",1000.0,0.9,0,996,0.8777,0.8037,0.5262
"[60, 40]",1000.0,0.9,0,1000,0.8777,0.8088,0.5333
"[120, 60, 40]",1000.0,0.9,0,990,0.8777,0.7705,0.485
