MLP Layer,Learning Rate,Dropout Rate,Ensemble Size,Best Epoch,Accuracy,AUROC,Avg Precision
"[120, 60, 20]",0.1,0.5,0,910,0.903,0.7653,0.4107
[40],0.1,0.5,0,993,0.898,0.6639,0.3192
"[40, 40]",0.1,0.5,0,926,0.903,0.7255,0.3793
"[60, 40]",0.1,0.5,0,795,0.9052,0.722,0.3844
"[120, 60, 40]",0.1,0.5,0,771,0.9035,0.7608,0.4087
[20],0.1,0.6,0,527,0.8994,0.6203,0.2902
"[30, 20]",0.1,0.6,0,960,0.9003,0.6971,0.3529
"[60, 20]",0.1,0.6,0,910,0.9025,0.7062,0.3662
"[60, 60, 20]",0.1,0.6,0,953,0.9025,0.7443,0.3949
"[120, 60, 20]",0.1,0.6,0,736,0.9025,0.7459,0.3968
[40],0.1,0.6,0,964,0.8949,0.6494,0.2994
"[40, 40]",0.1,0.6,0,981,0.9025,0.7142,0.3706
"[60, 40]",0.1,0.6,0,974,0.9034,0.7225,0.3791
"[120, 60, 40]",0.1,0.6,0,983,0.9021,0.7584,0.4036
[20],0.1,0.7,0,585,0.898,0.6115,0.2783
"[30, 20]",0.1,0.7,0,895,0.8976,0.6589,0.3146
"[60, 20]",0.1,0.7,0,958,0.8998,0.6697,0.3301
"[60, 60, 20]",0.1,0.7,0,995,0.9035,0.7242,0.3809
"[120, 60, 20]",0.1,0.7,0,825,0.9039,0.7102,0.3741
[40],0.1,0.7,0,998,0.8971,0.6523,0.3068
"[40, 40]",0.1,0.7,0,924,0.9021,0.6917,0.3536
"[60, 40]",0.1,0.7,0,977,0.9025,0.7047,0.3651
"[120, 60, 40]",0.1,0.7,0,981,0.9012,0.7419,0.388
[20],0.1,0.8,0,508,0.8894,0.5559,0.2095
"[30, 20]",0.1,0.8,0,967,0.8809,0.5177,0.1494
"[60, 20]",0.1,0.8,0,843,0.8876,0.5469,0.1978
"[60, 60, 20]",0.1,0.8,0,902,0.8809,0.5177,0.1519
"[120, 60, 20]",0.1,0.8,0,958,0.8849,0.5373,0.1798
[40],0.1,0.8,0,612,0.8976,0.6081,0.2743
"[40, 40]",0.1,0.8,0,980,0.898,0.6257,0.2891
"[60, 40]",0.1,0.8,0,988,0.8967,0.6456,0.2998
"[120, 60, 40]",0.1,0.8,0,999,0.898,0.6798,0.3316
[20],0.1,0.9,0,967,0.8804,0.5159,0.1486
"[30, 20]",0.1,0.9,0,32,0.7871,0.509,0.1409
"[60, 20]",0.1,0.9,0,25,0.459,0.5166,0.1427
"[60, 60, 20]",0.1,0.9,0,25,0.6373,0.4987,0.1258
"[120, 60, 20]",0.1,0.9,0,27,0.6539,0.5129,0.1343
[40],0.1,0.9,0,883,0.8899,0.5577,0.2123
"[40, 40]",0.1,0.9,0,23,0.7697,0.5134,0.1418
"[60, 40]",0.1,0.9,0,18,0.731,0.5162,0.1383
"[120, 60, 40]",0.1,0.9,0,20,0.7259,0.5045,0.1257
[20],1.0,0.0,0,998,0.8949,0.6367,0.2861
"[30, 20]",1.0,0.0,0,951,0.9026,0.7143,0.3714
"[60, 20]",1.0,0.0,0,878,0.903,0.7239,0.3794
"[60, 60, 20]",1.0,0.0,0,426,0.9066,0.7403,0.3997
"[120, 60, 20]",1.0,0.0,0,375,0.9021,0.7362,0.3855
[40],1.0,0.0,0,965,0.898,0.6591,0.3139
"[40, 40]",1.0,0.0,0,842,0.9007,0.7226,0.3719
"[60, 40]",1.0,0.0,0,693,0.9012,0.7102,0.3632
"[120, 60, 40]",1.0,0.0,0,456,0.9053,0.7649,0.4156
[20],1.0,0.1,0,984,0.8962,0.6454,0.2979
"[30, 20]",1.0,0.1,0,988,0.9016,0.7185,0.3712
"[60, 20]",1.0,0.1,0,922,0.9044,0.7295,0.3868
"[60, 60, 20]",1.0,0.1,0,840,0.9034,0.7591,0.4083
"[120, 60, 20]",1.0,0.1,0,509,0.9043,0.7533,0.4032
[40],1.0,0.1,0,983,0.8985,0.6658,0.3238
"[40, 40]",1.0,0.1,0,926,0.9039,0.7387,0.3919
"[60, 40]",1.0,0.1,0,717,0.9034,0.7147,0.3728
"[120, 60, 40]",1.0,0.1,0,530,0.9016,0.7582,0.4006
[20],1.0,0.2,0,993,0.8962,0.6438,0.2958
"[30, 20]",1.0,0.2,0,995,0.9025,0.7268,0.3778
"[60, 20]",1.0,0.2,0,941,0.9016,0.7295,0.3781
"[60, 60, 20]",1.0,0.2,0,823,0.903,0.7637,0.4083
"[120, 60, 20]",1.0,0.2,0,634,0.9034,0.7607,0.4065
[40],1.0,0.2,0,968,0.898,0.6655,0.3217
"[40, 40]",1.0,0.2,0,945,0.9034,0.7289,0.3833
"[60, 40]",1.0,0.2,0,835,0.903,0.7302,0.3836
"[120, 60, 40]",1.0,0.2,0,617,0.9053,0.7634,0.4149
[20],1.0,0.3,0,968,0.8967,0.644,0.2981
"[30, 20]",1.0,0.3,0,993,0.9025,0.7221,0.3763
"[60, 20]",1.0,0.3,0,985,0.9016,0.7342,0.3831
"[60, 60, 20]",1.0,0.3,0,788,0.9034,0.7575,0.4054
"[120, 60, 20]",1.0,0.3,0,904,0.9012,0.7659,0.4069
[40],1.0,0.3,0,944,0.8967,0.6584,0.3105
"[40, 40]",1.0,0.3,0,976,0.9035,0.7353,0.3881
"[60, 40]",1.0,0.3,0,998,0.9012,0.7324,0.3795
