MLP_Layer,Learning_Rate,Dropout_Rate,Ensemble_Size,Mean_Best_Epoch,Mean_Accuracy,Std_Accuracy,Mean_AUROC,Std_AUROC,Mean_Avg_Precision,Std_Avg_Precision,Gen_Best_Epoch,Gen_Accuracy,Gen_AUROC,Gen_Avg_Precision,Calibration_Slope
"[120, 60, 40]",1.0,0.2,1,epoch_0,0.889,0.0389,0.5157,0.1754,0.1471,0.088,0,0.8889,0.5308,0.1144,0.0283
"[30, 20]",1.0,0.2,3,epoch_0,0.9124,0.0067,0.705,0.157,0.3035,0.2438,0,0.9124,0.6052,0.1438,1.213
"[60, 60]",1.0,0.2,3,epoch_0,0.8997,0.0469,0.7065,0.1564,0.3404,0.2136,0,0.8998,0.6837,0.205,0.4968
"[60, 60, 40]",1.0,0.2,3,epoch_0,0.9109,0.0093,0.552,0.1256,0.1701,0.0792,0,0.9108,0.6021,0.1487,0.5351
"[120, 60, 20]",1.0,0.2,3,epoch_1,0.9108,0.0065,0.5324,0.093,0.1569,0.0929,1,0.9108,0.5494,0.126,-2.4941
"[120, 60, 40]",1.0,0.2,3,epoch_0,0.9125,0.0152,0.4622,0.1446,0.1666,0.1314,0,0.9124,0.4888,0.1345,0.2744
"[30, 20]",1.0,0.4,1,epoch_0,0.8073,0.1016,0.6296,0.1343,0.237,0.1711,0,0.8075,0.6066,0.1585,0.1406
"[60, 60]",1.0,0.4,1,epoch_0,0.5371,0.2561,0.6194,0.214,0.2711,0.2555,0,0.5383,0.6059,0.1224,0.0724
"[60, 60, 40]",1.0,0.4,1,epoch_0,0.7623,0.2029,0.5356,0.1243,0.1578,0.0907,1,0.9092,0.5089,0.1089,0.1914
"[120, 60, 20]",1.0,0.4,1,epoch_0,0.8044,0.159,0.5092,0.1317,0.1336,0.0491,0,0.8044,0.5337,0.102,0.0415
"[120, 60, 40]",1.0,0.4,1,epoch_0,0.7131,0.2157,0.4808,0.2037,0.1226,0.0687,0,0.7136,0.5196,0.1019,-0.0693
"[30, 20]",1.0,0.4,3,epoch_0,0.7657,0.1867,0.5823,0.1503,0.206,0.1226,0,0.7668,0.571,0.1323,0.0798
"[60, 60]",1.0,0.4,3,epoch_0,0.3643,0.2102,0.5125,0.1569,0.2,0.1326,4,0.9124,0.5308,0.1502,10000.0
"[60, 60, 40]",1.0,0.4,3,epoch_1,0.9124,0.0067,0.5299,0.086,0.1693,0.1349,1,0.9124,0.5056,0.1445,0.0
"[120, 60, 20]",1.0,0.4,3,epoch_1,0.914,0.0072,0.5408,0.0534,0.1749,0.0767,1,0.9139,0.5416,0.1313,0.419
"[120, 60, 40]",1.0,0.4,3,epoch_0,0.6832,0.2712,0.468,0.2314,0.2124,0.1591,0,0.6839,0.5049,0.1246,0.0381
"[30, 20]",1.0,0.6,1,epoch_5,0.9124,0.0067,0.5061,0.0491,0.1033,0.0477,5,0.9124,0.4911,0.1023,-0.0531
"[60, 60]",1.0,0.6,1,epoch_1,0.9124,0.0098,0.6788,0.1494,0.3046,0.1926,1,0.9124,0.6579,0.2059,2.528
"[60, 60, 40]",1.0,0.6,1,epoch_1,0.9094,0.0126,0.5177,0.112,0.1115,0.0422,1,0.9092,0.5533,0.1049,0.8162
"[120, 60, 20]",1.0,0.6,1,epoch_1,0.8562,0.1709,0.5359,0.1326,0.1032,0.0403,1,0.856,0.5266,0.1066,0.0843
"[120, 60, 40]",1.0,0.6,1,epoch_1,0.9094,0.0106,0.5993,0.1885,0.1322,0.0427,1,0.9092,0.6296,0.1267,1.7077
"[30, 20]",1.0,0.6,3,epoch_3,0.9124,0.0067,0.5965,0.1449,0.1534,0.0909,3,0.9124,0.5511,0.1341,2.0524
"[60, 60]",1.0,0.6,3,epoch_2,0.9124,0.0067,0.6157,0.1707,0.268,0.1472,9,0.9124,0.7369,0.1933,0.5133
"[60, 60, 40]",1.0,0.6,3,epoch_1,0.9124,0.0067,0.537,0.13,0.1328,0.0569,16,0.9124,0.5279,0.1108,10000.0
"[120, 60, 20]",1.0,0.6,3,epoch_1,0.9124,0.0067,0.6252,0.125,0.1399,0.0592,1,0.9124,0.5688,0.1189,0.1839
"[120, 60, 40]",1.0,0.6,3,epoch_2,0.9124,0.0067,0.5865,0.0959,0.1659,0.0769,2,0.9124,0.5381,0.1171,0.3551
"[30, 20]",10.0,0,1,epoch_0,0.9124,0.0067,0.5,0.0,0.0876,0.0067,28,0.9124,0.5212,0.092,0.1766
"[60, 60]",10.0,0,1,epoch_0,0.9094,0.0145,0.5349,0.0828,0.1269,0.075,0,0.9092,0.549,0.1242,0.4121
"[60, 60, 40]",10.0,0,1,epoch_0,0.9124,0.0067,0.5,0.0,0.0876,0.0067,28,0.9124,0.5212,0.092,0.1814
"[120, 60, 20]",10.0,0,1,epoch_0,0.8936,0.0387,0.5046,0.0259,0.09,0.0113,28,0.9124,0.5212,0.092,0.1418
"[120, 60, 40]",10.0,0,1,epoch_0,0.9124,0.0067,0.5,0.0,0.0876,0.0067,28,0.9124,0.5212,0.092,0.182
"[30, 20]",10.0,0,3,epoch_0,0.9124,0.0067,0.5,0.0,0.0876,0.0067,30,0.9124,0.5212,0.092,10000.0
"[60, 60]",10.0,0,3,epoch_0,0.9124,0.0067,0.5349,0.0828,0.1269,0.075,0,0.9124,0.5348,0.1207,10000.0
"[60, 60, 40]",10.0,0,3,epoch_0,0.9124,0.0067,0.5103,0.0567,0.1035,0.0426,0,0.9124,0.5179,0.0939,0.2199
"[120, 60, 20]",10.0,0,3,epoch_0,0.9108,0.0065,0.5341,0.0748,0.1251,0.0555,0,0.9108,0.5374,0.1033,0.2383
"[120, 60, 40]",10.0,0,3,epoch_0,0.9124,0.0067,0.5624,0.1213,0.1413,0.0816,0,0.9124,0.5818,0.151,10000.0
"[30, 20]",10.0,0.2,1,epoch_0,0.9108,0.0333,0.5598,0.0924,0.1779,0.1629,0,0.9108,0.5657,0.1517,0.3903
"[60, 60]",10.0,0.2,1,epoch_0,0.8411,0.1881,0.5493,0.094,0.1793,0.1639,0,0.8419,0.5542,0.1091,0.0749
"[60, 60, 40]",10.0,0.2,1,epoch_0,0.8275,0.0811,0.5183,0.0474,0.1074,0.0466,0,0.8279,0.5243,0.0955,0.0309
"[120, 60, 20]",10.0,0.2,1,epoch_0,0.7746,0.1199,0.5082,0.1031,0.138,0.1061,0,0.7746,0.5381,0.0954,0.0147
"[120, 60, 40]",10.0,0.2,1,epoch_0,0.8826,0.0496,0.5409,0.0963,0.1271,0.0754,0,0.8826,0.5432,0.1145,0.1313
"[30, 20]",10.0,0.2,3,epoch_0,0.9124,0.0067,0.577,0.0939,0.1802,0.1599,0,0.9124,0.5766,0.1678,0.9633
"[60, 60]",10.0,0.2,3,epoch_0,0.8981,0.0623,0.6453,0.1019,0.2503,0.1442,0,0.8983,0.6277,0.2088,0.3871
"[60, 60, 40]",10.0,0.2,3,epoch_0,0.8919,0.0209,0.5631,0.0828,0.1493,0.0625,0,0.892,0.5653,0.1103,10000.0
"[120, 60, 20]",10.0,0.2,3,epoch_0,0.8749,0.0392,0.5861,0.1584,0.1823,0.1326,0,0.8748,0.5996,0.122,10000.0
"[120, 60, 40]",10.0,0.2,3,epoch_0,0.9157,0.0226,0.5727,0.1254,0.2389,0.1487,0,0.9155,0.5709,0.1748,10000.0
"[30, 20]",10.0,0.4,1,epoch_0,0.7181,0.1131,0.5675,0.1515,0.1368,0.0826,0,0.7183,0.5881,0.1144,0.0598
"[60, 60]",10.0,0.4,1,epoch_0,0.462,0.2599,0.5563,0.1215,0.1125,0.0324,1,0.9124,0.5231,0.1125,0.9703
"[60, 60, 40]",10.0,0.4,1,epoch_0,0.734,0.2126,0.5515,0.1393,0.1439,0.101,2,0.9124,0.5146,0.1089,0.5511
"[120, 60, 20]",10.0,0.4,1,epoch_1,0.9045,0.0134,0.5106,0.037,0.1178,0.0635,0,0.7746,0.5433,0.1041,0.0501
"[120, 60, 40]",10.0,0.4,1,epoch_1,0.8934,0.0359,0.5138,0.0622,0.1251,0.0746,0,0.6635,0.5664,0.1087,0.0614
"[30, 20]",10.0,0.4,3,epoch_0,0.6937,0.1931,0.594,0.1542,0.1852,0.12,1,0.9124,0.5945,0.182,1.7904
"[60, 60]",10.0,0.4,3,epoch_2,0.9124,0.0067,0.5339,0.0476,0.1517,0.0804,3,0.9124,0.5374,0.1423,0.9744
"[60, 60, 40]",10.0,0.4,3,epoch_0,0.7087,0.2125,0.5095,0.1297,0.1413,0.0648,1,0.9139,0.5007,0.1104,10000.0
"[120, 60, 20]",10.0,0.4,3,epoch_0,0.7638,0.2061,0.5592,0.1516,0.181,0.1106,1,0.9155,0.5312,0.1365,10000.0
"[120, 60, 40]",10.0,0.4,3,epoch_2,0.9093,0.0131,0.5386,0.0826,0.168,0.1415,1,0.9124,0.5623,0.1623,0.484
"[30, 20]",10.0,0.6,1,epoch_14,0.9124,0.0067,0.51,0.0385,0.0894,0.0065,11,0.7574,0.5208,0.0925,0.0139
"[60, 60]",10.0,0.6,1,epoch_7,0.9076,0.0088,0.6325,0.1284,0.1913,0.1035,10,0.831,0.6487,0.1473,0.1002
"[60, 60, 40]",10.0,0.6,1,epoch_747,0.9124,0.0067,0.5302,0.0905,0.0989,0.0366,747,0.9124,0.5554,0.1013,0.1147
"[120, 60, 20]",10.0,0.6,1,epoch_2,0.9077,0.0107,0.5257,0.0313,0.0928,0.0105,141,0.9124,0.5212,0.092,0.0355
"[120, 60, 40]",10.0,0.6,1,epoch_1,0.9124,0.0067,0.5826,0.1417,0.1218,0.0576,1,0.9124,0.606,0.1169,19280553805271.27
"[30, 20]",10.0,0.6,3,epoch_3,0.9124,0.0067,0.5433,0.1437,0.1376,0.072,4,0.9124,0.5372,0.1283,10000.0
"[60, 60]",10.0,0.6,3,epoch_8,0.9093,0.0058,0.7426,0.1582,0.2543,0.1739,4,0.9124,0.6686,0.1789,1.9252
"[60, 60, 40]",10.0,0.6,3,epoch_2,0.9124,0.0067,0.6141,0.0939,0.1316,0.0526,2,0.9124,0.5176,0.1034,10000.0
"[120, 60, 20]",10.0,0.6,3,epoch_1,0.9124,0.0067,0.5125,0.1688,0.1112,0.0398,375,0.9124,0.5192,0.0943,10000.0
"[120, 60, 40]",10.0,0.6,3,epoch_2,0.9124,0.0067,0.6273,0.0796,0.1812,0.0918,2,0.9124,0.581,0.1347,0.5774
"[30, 20]",100.0,0,1,epoch_0,0.9124,0.0067,0.5,0.0,0.0876,0.0067,43,0.831,0.521,0.0919,0.0071
"[60, 60]",100.0,0,1,epoch_0,0.9094,0.0145,0.5349,0.0828,0.1269,0.075,0,0.9092,0.5306,0.1099,
"[60, 60, 40]",100.0,0,1,epoch_0,0.9124,0.0067,0.5,0.0,0.0876,0.0067,972,0.831,0.5212,0.092,0.0071
"[120, 60, 20]",100.0,0,1,epoch_0,0.8904,0.0377,0.5029,0.0267,0.09,0.0113,777,0.7496,0.5196,0.0917,0.0078
"[120, 60, 40]",100.0,0,1,epoch_0,0.9124,0.0067,0.5,0.0,0.0876,0.0067,606,0.831,0.5212,0.092,0.0069
"[30, 20]",100.0,0,3,epoch_0,0.9124,0.0067,0.5,0.0,0.0876,0.0067,840,0.9124,0.5212,0.092,0.0374
"[60, 60]",100.0,0,3,epoch_0,0.9124,0.0067,0.5349,0.0828,0.1269,0.075,0,0.9124,0.5306,0.1099,
"[60, 60, 40]",100.0,0,3,epoch_0,0.9124,0.0067,0.516,0.061,0.1153,0.0538,0,0.9124,0.5168,0.0924,
"[120, 60, 20]",100.0,0,3,epoch_0,0.9108,0.0065,0.5305,0.0737,0.1179,0.0503,0,0.9108,0.5298,0.0961,0.2144
"[120, 60, 40]",100.0,0,3,epoch_0,0.9124,0.0067,0.5689,0.1411,0.1453,0.0867,0,0.9124,0.5656,0.1145,0.4447
"[30, 20]",100.0,0.2,1,epoch_0,0.9092,0.0331,0.5589,0.0922,0.1695,0.1615,0,0.9092,0.5548,0.1314,
"[60, 60]",100.0,0.2,1,epoch_0,0.8411,0.1881,0.5493,0.094,0.1793,0.1639,1,0.9077,0.5216,0.1008,
"[60, 60, 40]",100.0,0.2,1,epoch_0,0.8306,0.0817,0.5275,0.0476,0.1116,0.0469,0,0.831,0.528,0.0942,0.046
"[120, 60, 20]",100.0,0.2,1,epoch_0,0.7746,0.1206,0.5132,0.1087,0.138,0.106,921,0.9124,0.5212,0.092,0.0867
"[120, 60, 40]",100.0,0.2,1,epoch_0,0.8842,0.048,0.5601,0.1041,0.1401,0.0769,0,0.8842,0.5572,0.1137,0.1721
"[30, 20]",100.0,0.2,3,epoch_0,0.9124,0.0067,0.5771,0.0944,0.1747,0.1593,0,0.9124,0.5747,0.1381,
"[60, 60]",100.0,0.2,3,epoch_0,0.8965,0.067,0.6426,0.103,0.2412,0.1526,0,0.8967,0.6191,0.1434,0.2942
"[60, 60, 40]",100.0,0.2,3,epoch_0,0.8935,0.0222,0.5905,0.1026,0.1607,0.0985,0,0.8936,0.5885,0.113,0.2216
"[120, 60, 20]",100.0,0.2,3,epoch_0,0.8749,0.0435,0.5862,0.1541,0.1815,0.1438,0,0.8748,0.5852,0.1156,0.1817
"[120, 60, 40]",100.0,0.2,3,epoch_0,0.9157,0.0226,0.59,0.1405,0.2551,0.1624,0,0.9155,0.5772,0.163,0.2561
"[30, 20]",100.0,0.4,1,epoch_0,0.7197,0.1136,0.5691,0.1508,0.1369,0.0825,8,0.8326,0.507,0.1067,0.0258
"[60, 60]",100.0,0.4,1,epoch_0,0.4435,0.2618,0.5463,0.1408,0.1125,0.0328,1,0.9139,0.517,0.1083,
"[60, 60, 40]",100.0,0.4,1,epoch_0,0.7277,0.2128,0.5572,0.1387,0.1464,0.0989,2,0.9139,0.517,0.1083,
"[120, 60, 20]",100.0,0.4,1,epoch_1,0.9029,0.0175,0.5173,0.0439,0.1329,0.0729,0,0.77,0.543,0.0974,0.0448
"[120, 60, 40]",100.0,0.4,1,epoch_1,0.8981,0.0374,0.5255,0.0648,0.1335,0.0737,0,0.6635,0.5816,0.1065,0.0587
"[30, 20]",100.0,0.4,3,epoch_1,0.9124,0.0067,0.559,0.0779,0.1607,0.078,1,0.9124,0.5565,0.1392,
"[60, 60]",100.0,0.4,3,epoch_3,0.9124,0.0067,0.5298,0.0482,0.1513,0.0802,1,0.9155,0.5451,0.1347,
"[60, 60, 40]",100.0,0.4,3,epoch_0,0.7072,0.212,0.5277,0.1229,0.133,0.0626,2,0.9124,0.5161,0.1024,
"[120, 60, 20]",100.0,0.4,3,epoch_1,0.9156,0.0098,0.5448,0.0712,0.1711,0.1077,1,0.9155,0.5435,0.1332,
"[120, 60, 40]",100.0,0.4,3,epoch_1,0.914,0.0072,0.5777,0.1255,0.1582,0.102,1,0.9139,0.5713,0.134,0.5286
"[30, 20]",100.0,0.6,1,epoch_0,0.1517,0.1687,0.5129,0.0259,0.0904,0.01,11,0.7574,0.5189,0.0916,0.0108
"[60, 60]",100.0,0.6,1,epoch_10,0.8208,0.1175,0.587,0.1084,0.1418,0.0661,10,0.82,0.603,0.1326,0.0903
"[60, 60, 40]",100.0,0.6,1,epoch_11,0.6652,0.378,0.5302,0.0548,0.0936,0.0108,186,0.7684,0.5312,0.0939,0.0205
"[120, 60, 20]",100.0,0.6,1,epoch_767,0.8309,0.2463,0.5138,0.0414,0.0907,0.0131,767,0.8294,0.5294,0.0928,0.0036
"[120, 60, 40]",100.0,0.6,1,epoch_587,0.9124,0.0067,0.5147,0.044,0.091,0.0138,204,0.8341,0.5191,0.0921,0.019
"[30, 20]",100.0,0.6,3,epoch_4,0.9124,0.0067,0.5167,0.05,0.1178,0.0929,4,0.9124,0.5179,0.1202,
"[60, 60]",100.0,0.6,3,epoch_14,0.9124,0.0067,0.6429,0.1663,0.1768,0.1088,14,0.9124,0.5898,0.1332,0.0889
"[60, 60, 40]",100.0,0.6,3,epoch_1,0.9094,0.0126,0.4933,0.0392,0.106,0.0529,168,0.9124,0.5117,0.0949,10000.0
"[120, 60, 20]",100.0,0.6,3,epoch_767,0.9124,0.0067,0.5138,0.0414,0.0907,0.0131,64,0.9124,0.5206,0.0924,0.0889
"[120, 60, 40]",100.0,0.6,3,epoch_2,0.9124,0.0067,0.562,0.0842,0.1563,0.1045,2,0.9124,0.5568,0.1208,
"[30, 20]",1000.0,0,1,epoch_0,0.9124,0.0067,0.5,0.0,0.0876,0.0067,166,0.831,0.5145,0.0902,0.0029
"[60, 60]",1000.0,0,1,epoch_0,0.9094,0.0145,0.5349,0.0828,0.1269,0.075,0,0.9092,0.5306,0.1099,
"[60, 60, 40]",1000.0,0,1,epoch_0,0.9124,0.0067,0.5,0.0,0.0876,0.0067,47,0.5853,0.5176,0.0907,0.0063
"[120, 60, 20]",1000.0,0,1,epoch_0,0.8904,0.0377,0.5029,0.0267,0.09,0.0113,407,0.8294,0.5174,0.0905,0.0012
"[120, 60, 40]",1000.0,0,1,epoch_0,0.9124,0.0067,0.5,0.0,0.0876,0.0067,554,0.6667,0.5121,0.0903,0.0077
"[30, 20]",1000.0,0,3,epoch_0,0.9124,0.0067,0.5,0.0,0.0876,0.0067,338,0.9124,0.5204,0.0914,10000.0
"[60, 60]",1000.0,0,3,epoch_0,0.9124,0.0067,0.5349,0.0828,0.1269,0.075,0,0.9124,0.5306,0.1099,
"[60, 60, 40]",1000.0,0,3,epoch_0,0.9124,0.0067,0.516,0.061,0.1153,0.0538,0,0.9124,0.5168,0.0924,
"[120, 60, 20]",1000.0,0,3,epoch_0,0.9108,0.0065,0.5305,0.0737,0.1179,0.0503,0,0.9108,0.5298,0.0961,0.2144
"[120, 60, 40]",1000.0,0,3,epoch_0,0.9124,0.0067,0.5689,0.1408,0.1452,0.0868,0,0.9124,0.5656,0.1145,0.4447
"[30, 20]",1000.0,0.2,1,epoch_0,0.9092,0.0331,0.5589,0.0922,0.1695,0.1615,0,0.9092,0.5548,0.1314,
"[60, 60]",1000.0,0.2,1,epoch_0,0.8411,0.1881,0.5493,0.094,0.1793,0.1639,1,0.9077,0.5216,0.1008,
"[60, 60, 40]",1000.0,0.2,1,epoch_0,0.8322,0.0835,0.5358,0.0618,0.1268,0.0908,0,0.8326,0.537,0.0971,0.0599
"[120, 60, 20]",1000.0,0.2,1,epoch_0,0.7715,0.1217,0.504,0.1032,0.135,0.1066,487,0.5008,0.5141,0.0904,0.0029
"[120, 60, 40]",1000.0,0.2,1,epoch_0,0.8795,0.0454,0.5575,0.1011,0.1326,0.0595,0,0.8795,0.5546,0.1106,0.1524
"[30, 20]",1000.0,0.2,3,epoch_0,0.9124,0.0067,0.5771,0.0944,0.1747,0.1593,0,0.9124,0.5747,0.1381,
"[60, 60]",1000.0,0.2,3,epoch_0,0.8965,0.067,0.6426,0.103,0.2412,0.1526,0,0.8967,0.6191,0.1434,0.2942
"[60, 60, 40]",1000.0,0.2,3,epoch_0,0.8935,0.0222,0.5988,0.105,0.1758,0.1195,0,0.8936,0.5972,0.1162,0.243
"[120, 60, 20]",1000.0,0.2,3,epoch_0,0.8749,0.0435,0.5775,0.1488,0.1789,0.1415,0,0.8748,0.576,0.1133,0.1793
"[120, 60, 40]",1000.0,0.2,3,epoch_0,0.9141,0.0205,0.5881,0.1379,0.2325,0.1361,0,0.9139,0.5754,0.1575,0.2435
"[30, 20]",1000.0,0.4,1,epoch_0,0.7197,0.1136,0.5691,0.1508,0.1369,0.0825,0,0.7199,0.5721,0.105,0.0597
"[60, 60]",1000.0,0.4,1,epoch_0,0.4435,0.2618,0.5463,0.1408,0.1125,0.0328,1,0.9139,0.517,0.1083,
"[60, 60, 40]",1000.0,0.4,1,epoch_0,0.7277,0.2128,0.5572,0.1387,0.1464,0.0989,2,0.9139,0.517,0.1083,
"[120, 60, 20]",1000.0,0.4,1,epoch_1,0.906,0.0147,0.5265,0.0452,0.1397,0.072,1,0.9061,0.5289,0.1052,
"[120, 60, 40]",1000.0,0.4,1,epoch_1,0.8981,0.0374,0.5255,0.0648,0.1335,0.0737,0,0.6635,0.5816,0.1065,0.0587
"[30, 20]",1000.0,0.4,3,epoch_1,0.9124,0.0067,0.5573,0.0736,0.1562,0.0735,1,0.9124,0.5548,0.1314,
"[60, 60]",1000.0,0.4,3,epoch_2,0.9124,0.0067,0.5324,0.0455,0.1513,0.0802,1,0.9155,0.5451,0.1347,
"[60, 60, 40]",1000.0,0.4,3,epoch_0,0.7056,0.2118,0.5268,0.1218,0.1324,0.0625,2,0.9124,0.5161,0.1024,
"[120, 60, 20]",1000.0,0.4,3,epoch_1,0.9156,0.0098,0.5523,0.0649,0.1718,0.1072,1,0.9155,0.5516,0.1376,0.4826
"[120, 60, 40]",1000.0,0.4,3,epoch_1,0.914,0.0072,0.5777,0.1255,0.1582,0.102,1,0.9139,0.5713,0.134,0.5286
"[30, 20]",1000.0,0.6,1,epoch_9,0.7696,0.2783,0.5138,0.0314,0.0901,0.0057,452,0.7527,0.5109,0.0903,0.0091
"[60, 60]",1000.0,0.6,1,epoch_0,0.3177,0.3005,0.5976,0.139,0.1402,0.0972,10,0.82,0.5785,0.1128,0.1028
"[60, 60, 40]",1000.0,0.6,1,epoch_186,0.7702,0.2911,0.5112,0.0336,0.09,0.0112,186,0.77,0.5188,0.0912,0.0204
"[120, 60, 20]",1000.0,0.6,1,epoch_1,0.8359,0.2168,0.5101,0.0202,0.0903,0.0104,1,0.8357,0.5145,0.0906,0.026
"[120, 60, 40]",1000.0,0.6,1,epoch_117,0.8312,0.2459,0.5224,0.0672,0.094,0.0222,117,0.831,0.5276,0.0915,-0.0262
"[30, 20]",1000.0,0.6,3,epoch_4,0.9124,0.0067,0.5167,0.05,0.1178,0.0929,4,0.9124,0.5179,0.1202,
"[60, 60]",1000.0,0.6,3,epoch_15,0.9124,0.0067,0.6352,0.1266,0.1694,0.1108,15,0.9124,0.6058,0.122,0.015
"[60, 60, 40]",1000.0,0.6,3,epoch_1,0.9094,0.0126,0.4933,0.0392,0.106,0.0529,2,0.9124,0.5234,0.093,0.1246
"[120, 60, 20]",1000.0,0.6,3,epoch_1,0.9124,0.0067,0.5093,0.0187,0.0898,0.0094,526,0.9124,0.5187,0.0913,0.0327
"[120, 60, 40]",1000.0,0.6,3,epoch_2,0.9124,0.0067,0.5529,0.0762,0.1485,0.1052,2,0.9124,0.5488,0.1147,
