MLP Layer,Learning Rate,Dropout Rate,Ensemble Size,Best Epoch,Accuracy,AUROC,Avg Precision
"[120, 60, 40]",1.0,0.3,0,131,0.6672,0.6522,0.567
[20],1.0,0.4,0,166,0.6776,0.6679,0.5793
"[30, 20]",1.0,0.4,0,184,0.6621,0.6334,0.5677
"[60, 20]",1.0,0.4,0,277,0.6587,0.6444,0.5577
"[60, 60, 20]",1.0,0.4,0,167,0.6739,0.6522,0.5751
"[120, 60, 20]",1.0,0.4,0,163,0.6706,0.6542,0.5719
[40],1.0,0.4,0,130,0.6793,0.6702,0.5789
"[40, 40]",1.0,0.4,0,204,0.6706,0.652,0.5708
"[60, 40]",1.0,0.4,0,176,0.6774,0.6593,0.5802
"[120, 60, 40]",1.0,0.4,0,149,0.6775,0.6625,0.5796
[20],1.0,0.5,0,203,0.6759,0.6608,0.5737
"[30, 20]",1.0,0.5,0,330,0.6656,0.6492,0.565
"[60, 20]",1.0,0.5,0,243,0.6689,0.6497,0.5695
"[60, 60, 20]",1.0,0.5,0,217,0.6773,0.6592,0.5762
"[120, 60, 20]",1.0,0.5,0,199,0.6774,0.6617,0.5775
[40],1.0,0.5,0,330,0.6535,0.6393,0.5561
"[40, 40]",1.0,0.5,0,230,0.6637,0.6459,0.5682
"[60, 40]",1.0,0.5,0,135,0.6722,0.6447,0.5762
"[120, 60, 40]",1.0,0.5,0,139,0.6637,0.6357,0.5695
[20],1.0,0.6,0,220,0.6982,0.6834,0.6004
"[30, 20]",1.0,0.6,0,278,0.6723,0.6448,0.5779
"[60, 20]",1.0,0.6,0,372,0.6672,0.6532,0.5684
"[60, 60, 20]",1.0,0.6,0,335,0.6655,0.651,0.5659
"[120, 60, 20]",1.0,0.6,0,233,0.6689,0.6497,0.5674
[40],1.0,0.6,0,121,0.6653,0.6604,0.5658
"[40, 40]",1.0,0.6,0,312,0.6674,0.6533,0.5697
"[60, 40]",1.0,0.6,0,241,0.6741,0.6577,0.5732
"[120, 60, 40]",1.0,0.6,0,249,0.6742,0.662,0.5742
[20],1.0,0.7,0,284,0.684,0.6689,0.5842
"[30, 20]",1.0,0.7,0,526,0.679,0.6621,0.5783
"[60, 20]",1.0,0.7,0,415,0.6794,0.6639,0.5788
"[60, 60, 20]",1.0,0.7,0,476,0.669,0.6513,0.5679
"[120, 60, 20]",1.0,0.7,0,437,0.6741,0.6588,0.575
[40],1.0,0.7,0,181,0.6756,0.6613,0.5748
"[40, 40]",1.0,0.7,0,387,0.6876,0.6717,0.5865
"[60, 40]",1.0,0.7,0,292,0.6743,0.6532,0.5769
"[120, 60, 40]",1.0,0.7,0,444,0.6724,0.6628,0.5734
[20],1.0,0.8,0,482,0.6758,0.6586,0.5777
"[30, 20]",1.0,0.8,0,903,0.6687,0.6481,0.5695
"[60, 20]",1.0,0.8,0,810,0.6826,0.6678,0.5826
"[60, 60, 20]",1.0,0.8,0,989,0.645,0.6154,0.5511
"[120, 60, 20]",1.0,0.8,0,832,0.6606,0.631,0.5683
[40],1.0,0.8,0,146,0.6726,0.6711,0.5785
"[40, 40]",1.0,0.8,0,610,0.6724,0.6534,0.5725
"[60, 40]",1.0,0.8,0,548,0.6691,0.6528,0.5688
"[120, 60, 40]",1.0,0.8,0,875,0.679,0.6586,0.583
[20],1.0,0.9,0,916,0.6603,0.6389,0.5601
"[30, 20]",1.0,0.9,0,308,0.5791,0.5757,0.5081
"[60, 20]",1.0,0.9,0,349,0.6337,0.6177,0.5411
"[60, 60, 20]",1.0,0.9,0,307,0.5499,0.5582,0.4899
"[120, 60, 20]",1.0,0.9,0,314,0.5413,0.534,0.4761
[40],1.0,0.9,0,739,0.6757,0.6578,0.5765
"[40, 40]",1.0,0.9,0,268,0.6191,0.5896,0.5235
"[60, 40]",1.0,0.9,0,332,0.6278,0.5954,0.5312
"[120, 60, 40]",1.0,0.9,0,286,0.5718,0.535,0.4778
[20],10.0,0.0,0,201,0.6624,0.6506,0.5599
"[30, 20]",10.0,0.0,0,111,0.6587,0.6325,0.5591
"[60, 20]",10.0,0.0,0,71,0.6722,0.6604,0.5743
"[60, 60, 20]",10.0,0.0,0,132,0.6603,0.6401,0.5574
"[120, 60, 20]",10.0,0.0,0,125,0.674,0.6558,0.5731
[40],10.0,0.0,0,445,0.6453,0.6348,0.5457
"[40, 40]",10.0,0.0,0,199,0.6568,0.6395,0.555
"[60, 40]",10.0,0.0,0,133,0.6554,0.6351,0.5542
"[120, 60, 40]",10.0,0.0,0,76,0.6739,0.6515,0.575
[20],10.0,0.1,0,378,0.6522,0.6385,0.5526
"[30, 20]",10.0,0.1,0,104,0.6586,0.6392,0.5593
"[60, 20]",10.0,0.1,0,81,0.6657,0.6586,0.5707
"[60, 60, 20]",10.0,0.1,0,138,0.6622,0.6429,0.5633
"[120, 60, 20]",10.0,0.1,0,65,0.6603,0.6418,0.5635
[40],10.0,0.1,0,191,0.6689,0.6512,0.5659
"[40, 40]",10.0,0.1,0,166,0.6706,0.6513,0.5702
"[60, 40]",10.0,0.1,0,121,0.6689,0.6463,0.5701
"[120, 60, 40]",10.0,0.1,0,117,0.674,0.658,0.5737
[20],10.0,0.2,0,281,0.6618,0.6444,0.5628
"[30, 20]",10.0,0.2,0,245,0.6571,0.6387,0.5575
"[60, 20]",10.0,0.2,0,145,0.6739,0.6539,0.5762
"[60, 60, 20]",10.0,0.2,0,133,0.6724,0.648,0.574
"[120, 60, 20]",10.0,0.2,0,69,0.6812,0.6565,0.5881
[40],10.0,0.2,0,274,0.6654,0.6506,0.5667
"[40, 40]",10.0,0.2,0,150,0.6641,0.6416,0.5667
"[60, 40]",10.0,0.2,0,137,0.6759,0.6551,0.5765
"[120, 60, 40]",10.0,0.2,0,104,0.6758,0.6575,0.5782
[20],10.0,0.3,0,441,0.6501,0.6359,0.5495
"[30, 20]",10.0,0.3,0,242,0.6569,0.6375,0.5594
"[60, 20]",10.0,0.3,0,162,0.6742,0.6554,0.5721
"[60, 60, 20]",10.0,0.3,0,164,0.6825,0.6618,0.5839
"[120, 60, 20]",10.0,0.3,0,133,0.6809,0.6624,0.5833
[40],10.0,0.3,0,154,0.6757,0.6613,0.5744
"[40, 40]",10.0,0.3,0,197,0.6671,0.6496,0.5667
"[60, 40]",10.0,0.3,0,133,0.6809,0.6599,0.5805
"[120, 60, 40]",10.0,0.3,0,102,0.6773,0.6532,0.5811
[20],10.0,0.4,0,361,0.6757,0.6606,0.5742
"[30, 20]",10.0,0.4,0,252,0.6772,0.6551,0.5785
"[60, 20]",10.0,0.4,0,201,0.6657,0.648,0.5648
"[60, 60, 20]",10.0,0.4,0,183,0.6776,0.6595,0.5786
"[120, 60, 20]",10.0,0.4,0,153,0.6756,0.6574,0.5755
[40],10.0,0.4,0,218,0.6705,0.6541,0.5702
"[40, 40]",10.0,0.4,0,165,0.6655,0.6389,0.5652
"[60, 40]",10.0,0.4,0,182,0.6723,0.6561,0.5734
"[120, 60, 40]",10.0,0.4,0,166,0.6707,0.6586,0.5712
[20],10.0,0.5,0,131,0.6674,0.6636,0.5698
"[30, 20]",10.0,0.5,0,309,0.6689,0.6502,0.5703
"[60, 20]",10.0,0.5,0,229,0.6709,0.6519,0.5707
"[60, 60, 20]",10.0,0.5,0,211,0.6807,0.6609,0.5808
"[120, 60, 20]",10.0,0.5,0,198,0.6707,0.6557,0.5723
[40],10.0,0.5,0,150,0.662,0.647,0.5633
"[40, 40]",10.0,0.5,0,201,0.6687,0.6453,0.5727
"[60, 40]",10.0,0.5,0,191,0.6722,0.6528,0.5735
"[120, 60, 40]",10.0,0.5,0,162,0.6775,0.6598,0.5784
[20],10.0,0.6,0,183,0.6692,0.6595,0.5726
"[30, 20]",10.0,0.6,0,289,0.6655,0.6371,0.5686
"[60, 20]",10.0,0.6,0,273,0.6741,0.6542,0.5758
"[60, 60, 20]",10.0,0.6,0,317,0.6724,0.6565,0.5764
"[120, 60, 20]",10.0,0.6,0,247,0.679,0.6618,0.5811
[40],10.0,0.6,0,316,0.6622,0.6476,0.5614
"[40, 40]",10.0,0.6,0,245,0.6655,0.6396,0.5713
"[60, 40]",10.0,0.6,0,199,0.6826,0.6622,0.5857
"[120, 60, 40]",10.0,0.6,0,218,0.6722,0.6545,0.5758
[20],10.0,0.7,0,488,0.6586,0.6436,0.5605
"[30, 20]",10.0,0.7,0,440,0.6689,0.6445,0.5673
"[60, 20]",10.0,0.7,0,393,0.6793,0.6614,0.5798
"[60, 60, 20]",10.0,0.7,0,516,0.6843,0.6709,0.584
"[120, 60, 20]",10.0,0.7,0,405,0.6825,0.6674,0.584
[40],10.0,0.7,0,123,0.6673,0.6663,0.5733
"[40, 40]",10.0,0.7,0,390,0.6708,0.654,0.5721
"[60, 40]",10.0,0.7,0,278,0.6793,0.6567,0.5829
"[120, 60, 40]",10.0,0.7,0,401,0.6758,0.6631,0.5761
[20],10.0,0.8,0,636,0.664,0.6497,0.5667
"[30, 20]",10.0,0.8,0,1000,0.6637,0.6443,0.566
"[60, 20]",10.0,0.8,0,642,0.6809,0.6607,0.5849
"[60, 60, 20]",10.0,0.8,0,991,0.63,0.596,0.5356
"[120, 60, 20]",10.0,0.8,0,988,0.6605,0.6443,0.5616
[40],10.0,0.8,0,610,0.6706,0.6577,0.5708
"[40, 40]",10.0,0.8,0,860,0.669,0.6544,0.5715
"[60, 40]",10.0,0.8,0,478,0.6741,0.6473,0.577
"[120, 60, 40]",10.0,0.8,0,930,0.6691,0.6563,0.5682
[20],10.0,0.9,0,576,0.6571,0.6324,0.5605
"[30, 20]",10.0,0.9,0,308,0.6094,0.594,0.5207
"[60, 20]",10.0,0.9,0,332,0.6382,0.6203,0.538
"[60, 60, 20]",10.0,0.9,0,261,0.4813,0.5262,0.4663
"[120, 60, 20]",10.0,0.9,0,295,0.547,0.5728,0.5045
[40],10.0,0.9,0,763,0.6636,0.6456,0.5632
"[40, 40]",10.0,0.9,0,247,0.6163,0.5922,0.5239
"[60, 40]",10.0,0.9,0,232,0.6248,0.6184,0.5346
"[120, 60, 40]",10.0,0.9,0,300,0.5994,0.5782,0.5122
[20],100.0,0.0,0,480,0.6569,0.6414,0.5553
"[30, 20]",100.0,0.0,0,165,0.6618,0.6357,0.5652
"[60, 20]",100.0,0.0,0,121,0.6536,0.6344,0.555
"[60, 60, 20]",100.0,0.0,0,150,0.6706,0.6517,0.5679
"[120, 60, 20]",100.0,0.0,0,117,0.6638,0.6469,0.5631
[40],100.0,0.0,0,116,0.6723,0.6635,0.5731
"[40, 40]",100.0,0.0,0,103,0.6502,0.6243,0.5544
"[60, 40]",100.0,0.0,0,180,0.6552,0.6416,0.5521
"[120, 60, 40]",100.0,0.0,0,96,0.6723,0.6529,0.5728
[20],100.0,0.1,0,125,0.6707,0.6648,0.5686
"[30, 20]",100.0,0.1,0,105,0.6654,0.6412,0.567
"[60, 20]",100.0,0.1,0,86,0.657,0.6449,0.5591
"[60, 60, 20]",100.0,0.1,0,65,0.6534,0.6434,0.5632
"[120, 60, 20]",100.0,0.1,0,92,0.6724,0.6565,0.5745
[40],100.0,0.1,0,338,0.6572,0.6452,0.5575
"[40, 40]",100.0,0.1,0,131,0.6688,0.6444,0.5689
"[60, 40]",100.0,0.1,0,113,0.6775,0.6562,0.5787
"[120, 60, 40]",100.0,0.1,0,102,0.6757,0.6571,0.5759
[20],100.0,0.2,0,147,0.664,0.6567,0.5658
"[30, 20]",100.0,0.2,0,246,0.6672,0.6458,0.5678
"[60, 20]",100.0,0.2,0,171,0.674,0.6562,0.5742
"[60, 60, 20]",100.0,0.2,0,149,0.6826,0.6644,0.5827
"[120, 60, 20]",100.0,0.2,0,136,0.6654,0.648,0.5646
[40],100.0,0.2,0,119,0.6641,0.648,0.5625
"[40, 40]",100.0,0.2,0,161,0.686,0.665,0.5879
"[60, 40]",100.0,0.2,0,155,0.664,0.6439,0.5627
"[120, 60, 40]",100.0,0.2,0,109,0.6707,0.6511,0.5719
[20],100.0,0.3,0,172,0.6723,0.653,0.5761
"[30, 20]",100.0,0.3,0,270,0.6567,0.638,0.5572
"[60, 20]",100.0,0.3,0,108,0.6811,0.6623,0.5831
"[60, 60, 20]",100.0,0.3,0,164,0.6706,0.6502,0.5695
"[120, 60, 20]",100.0,0.3,0,131,0.6775,0.6554,0.5789
[40],100.0,0.3,0,246,0.6623,0.6485,0.5615
"[40, 40]",100.0,0.3,0,137,0.6692,0.6424,0.5729
"[60, 40]",100.0,0.3,0,228,0.6638,0.6502,0.5628
"[120, 60, 40]",100.0,0.3,0,123,0.6706,0.6549,0.5723
[20],100.0,0.4,0,440,0.657,0.6419,0.5581
"[30, 20]",100.0,0.4,0,307,0.6722,0.6554,0.5718
"[60, 20]",100.0,0.4,0,137,0.6709,0.6493,0.5753
"[60, 60, 20]",100.0,0.4,0,178,0.6689,0.6497,0.5698
"[120, 60, 20]",100.0,0.4,0,152,0.6739,0.6547,0.5725
[40],100.0,0.4,0,217,0.6656,0.6474,0.5663
"[40, 40]",100.0,0.4,0,281,0.6639,0.652,0.5643
"[60, 40]",100.0,0.4,0,149,0.676,0.6524,0.5797
"[120, 60, 40]",100.0,0.4,0,126,0.6774,0.6575,0.5769
[20],100.0,0.5,0,326,0.6724,0.6536,0.5736
"[30, 20]",100.0,0.5,0,301,0.6842,0.6633,0.5851
"[60, 20]",100.0,0.5,0,230,0.674,0.6558,0.5742
"[60, 60, 20]",100.0,0.5,0,185,0.6622,0.6357,0.5667
"[120, 60, 20]",100.0,0.5,0,168,0.6775,0.6568,0.5758
[40],100.0,0.5,0,355,0.6759,0.6615,0.574
"[40, 40]",100.0,0.5,0,172,0.664,0.6352,0.5722
"[60, 40]",100.0,0.5,0,203,0.6809,0.6635,0.5807
"[120, 60, 40]",100.0,0.5,0,171,0.6654,0.6498,0.5676
[20],100.0,0.6,0,227,0.6795,0.6662,0.5811
"[30, 20]",100.0,0.6,0,331,0.6774,0.6543,0.5794
"[60, 20]",100.0,0.6,0,119,0.6896,0.6731,0.5909
"[60, 60, 20]",100.0,0.6,0,278,0.6809,0.6621,0.5833
"[120, 60, 20]",100.0,0.6,0,269,0.6689,0.6544,0.5698
[40],100.0,0.6,0,345,0.6757,0.6606,0.5761
"[40, 40]",100.0,0.6,0,314,0.669,0.6534,0.5714
"[60, 40]",100.0,0.6,0,197,0.6841,0.6622,0.5848
"[120, 60, 40]",100.0,0.6,0,198,0.6756,0.6556,0.5742
[20],100.0,0.7,0,324,0.6687,0.6503,0.5723
"[30, 20]",100.0,0.7,0,474,0.6791,0.6583,0.5819
"[60, 20]",100.0,0.7,0,342,0.6706,0.6461,0.5748
"[60, 60, 20]",100.0,0.7,0,462,0.6757,0.6577,0.5753
"[120, 60, 20]",100.0,0.7,0,368,0.6739,0.6512,0.5762
[40],100.0,0.7,0,256,0.6828,0.6706,0.5822
"[40, 40]",100.0,0.7,0,307,0.6688,0.6444,0.5734
"[60, 40]",100.0,0.7,0,257,0.6725,0.6469,0.5804
"[120, 60, 40]",100.0,0.7,0,345,0.6757,0.6599,0.5738
[20],100.0,0.8,0,268,0.6626,0.648,0.5676
"[30, 20]",100.0,0.8,0,877,0.6757,0.6566,0.5761
"[60, 20]",100.0,0.8,0,824,0.6757,0.6578,0.5758
"[60, 60, 20]",100.0,0.8,0,985,0.6346,0.6003,0.5367
"[120, 60, 20]",100.0,0.8,0,891,0.6502,0.624,0.5542
[40],100.0,0.8,0,323,0.6791,0.6652,0.5827
"[40, 40]",100.0,0.8,0,720,0.669,0.6527,0.5695
"[60, 40]",100.0,0.8,0,726,0.6827,0.6687,0.5833
"[120, 60, 40]",100.0,0.8,0,881,0.6722,0.6545,0.5767
[20],100.0,0.9,0,535,0.6741,0.6537,0.5756
"[30, 20]",100.0,0.9,0,309,0.5714,0.5421,0.4829
"[60, 20]",100.0,0.9,0,339,0.6178,0.6174,0.5342
"[60, 60, 20]",100.0,0.9,0,277,0.5235,0.551,0.4806
"[120, 60, 20]",100.0,0.9,0,358,0.6044,0.583,0.507
[40],100.0,0.9,0,989,0.6587,0.6416,0.5592
"[40, 40]",100.0,0.9,0,251,0.6028,0.5684,0.5093
"[60, 40]",100.0,0.9,0,261,0.6043,0.6023,0.5253
"[120, 60, 40]",100.0,0.9,0,377,0.6029,0.5718,0.5089
[20],1000.0,0.0,0,111,0.6694,0.6661,0.5682
"[30, 20]",1000.0,0.0,0,197,0.6637,0.6383,0.563
"[60, 20]",1000.0,0.0,0,224,0.6588,0.6438,0.5563
"[60, 60, 20]",1000.0,0.0,0,147,0.6791,0.6579,0.5789
"[120, 60, 20]",1000.0,0.0,0,79,0.6792,0.6592,0.5793
[40],1000.0,0.0,0,340,0.6638,0.6498,0.5625
"[40, 40]",1000.0,0.0,0,59,0.6811,0.6652,0.5823
"[60, 40]",1000.0,0.0,0,151,0.6603,0.6427,0.5603
"[120, 60, 40]",1000.0,0.0,0,101,0.6655,0.6477,0.5648
[20],1000.0,0.1,0,395,0.6553,0.6389,0.5558
"[30, 20]",1000.0,0.1,0,224,0.6691,0.6493,0.5681
"[60, 20]",1000.0,0.1,0,142,0.6724,0.6527,0.5711
"[60, 60, 20]",1000.0,0.1,0,130,0.6672,0.6479,0.5642
"[120, 60, 20]",1000.0,0.1,0,77,0.6709,0.6492,0.5728
[40],1000.0,0.1,0,241,0.6567,0.6394,0.5594
"[40, 40]",1000.0,0.1,0,116,0.6605,0.6361,0.565
"[60, 40]",1000.0,0.1,0,152,0.6637,0.6462,0.5613
"[120, 60, 40]",1000.0,0.1,0,105,0.674,0.6544,0.5738
[20],1000.0,0.2,0,194,0.662,0.6456,0.5622
"[30, 20]",1000.0,0.2,0,262,0.6724,0.6536,0.5716
"[60, 20]",1000.0,0.2,0,86,0.6605,0.653,0.5639
"[60, 60, 20]",1000.0,0.2,0,147,0.6722,0.65,0.5714
"[120, 60, 20]",1000.0,0.2,0,76,0.6794,0.6555,0.5816
[40],1000.0,0.2,0,344,0.6588,0.6453,0.5597
"[40, 40]",1000.0,0.2,0,216,0.6673,0.6516,0.5664
"[60, 40]",1000.0,0.2,0,129,0.6689,0.6487,0.569
"[120, 60, 40]",1000.0,0.2,0,110,0.674,0.6548,0.5732
[20],1000.0,0.3,0,211,0.6741,0.6623,0.5746
"[30, 20]",1000.0,0.3,0,245,0.669,0.6485,0.5671
"[60, 20]",1000.0,0.3,0,208,0.6656,0.6479,0.5656
"[60, 60, 20]",1000.0,0.3,0,161,0.6706,0.6517,0.5696
"[120, 60, 20]",1000.0,0.3,0,136,0.6637,0.6464,0.5654
[40],1000.0,0.3,0,98,0.6778,0.6664,0.5805
"[40, 40]",1000.0,0.3,0,162,0.6639,0.6425,0.5652
"[60, 40]",1000.0,0.3,0,147,0.669,0.6488,0.5692
"[120, 60, 40]",1000.0,0.3,0,104,0.674,0.6498,0.574
[20],1000.0,0.4,0,135,0.6552,0.6539,0.5583
"[30, 20]",1000.0,0.4,0,303,0.6774,0.6585,0.5783
"[60, 20]",1000.0,0.4,0,83,0.6811,0.679,0.5882
"[60, 60, 20]",1000.0,0.4,0,183,0.674,0.6558,0.5748
"[120, 60, 20]",1000.0,0.4,0,165,0.6691,0.6525,0.5697
[40],1000.0,0.4,0,403,0.6655,0.6524,0.5648
"[40, 40]",1000.0,0.4,0,157,0.6691,0.6423,0.5714
"[60, 40]",1000.0,0.4,0,158,0.6758,0.6553,0.5782
"[120, 60, 40]",1000.0,0.4,0,155,0.6689,0.6555,0.5686
[20],1000.0,0.5,0,216,0.6809,0.6669,0.5841
"[30, 20]",1000.0,0.5,0,279,0.6776,0.6567,0.5797
"[60, 20]",1000.0,0.5,0,191,0.6721,0.6495,0.5732
"[60, 60, 20]",1000.0,0.5,0,198,0.6776,0.6517,0.5818
"[120, 60, 20]",1000.0,0.5,0,188,0.6724,0.6539,0.5716
[40],1000.0,0.5,0,313,0.6623,0.6485,0.5637
"[40, 40]",1000.0,0.5,0,225,0.6657,0.6469,0.5654
"[60, 40]",1000.0,0.5,0,238,0.6707,0.6572,0.5705
"[120, 60, 40]",1000.0,0.5,0,157,0.6793,0.6613,0.5798
[20],1000.0,0.6,0,147,0.6706,0.6676,0.5723
"[30, 20]",1000.0,0.6,0,536,0.6586,0.6457,0.5608
"[60, 20]",1000.0,0.6,0,298,0.6655,0.6471,0.5657
"[60, 60, 20]",1000.0,0.6,0,299,0.6724,0.6544,0.5723
"[120, 60, 20]",1000.0,0.6,0,284,0.6655,0.652,0.5673
[40],1000.0,0.6,0,113,0.6637,0.6554,0.5676
"[40, 40]",1000.0,0.6,0,309,0.6707,0.6553,0.572
"[60, 40]",1000.0,0.6,0,237,0.6741,0.6576,0.5755
"[120, 60, 40]",1000.0,0.6,0,207,0.686,0.6692,0.5855
[20],1000.0,0.7,0,212,0.688,0.6768,0.5873
"[30, 20]",1000.0,0.7,0,501,0.674,0.6562,0.5727
"[60, 20]",1000.0,0.7,0,367,0.6738,0.6538,0.5742
"[60, 60, 20]",1000.0,0.7,0,598,0.669,0.6581,0.5685
"[120, 60, 20]",1000.0,0.7,0,446,0.6843,0.6712,0.5873
[40],1000.0,0.7,0,193,0.6743,0.6628,0.5764
"[40, 40]",1000.0,0.7,0,426,0.674,0.6591,0.5738
"[60, 40]",1000.0,0.7,0,329,0.6741,0.6588,0.5728
"[120, 60, 40]",1000.0,0.7,0,391,0.6743,0.6624,0.5752
[20],1000.0,0.8,0,268,0.664,0.655,0.5641
"[30, 20]",1000.0,0.8,0,936,0.6843,0.6667,0.5869
"[60, 20]",1000.0,0.8,0,842,0.6706,0.6555,0.5714
"[60, 60, 20]",1000.0,0.8,0,985,0.6468,0.6178,0.5479
"[120, 60, 20]",1000.0,0.8,0,867,0.6468,0.6168,0.5509
[40],1000.0,0.8,0,332,0.6656,0.6518,0.5678
"[40, 40]",1000.0,0.8,0,611,0.6741,0.6527,0.5785
"[60, 40]",1000.0,0.8,0,614,0.6809,0.6649,0.58
"[120, 60, 40]",1000.0,0.8,0,712,0.6565,0.6249,0.5611
[20],1000.0,0.9,0,817,0.679,0.6557,0.5821
"[30, 20]",1000.0,0.9,0,296,0.5839,0.5758,0.5052
"[60, 20]",1000.0,0.9,0,319,0.6064,0.6008,0.5209
"[60, 60, 20]",1000.0,0.9,0,337,0.5866,0.5474,0.4872
"[120, 60, 20]",1000.0,0.9,0,383,0.5866,0.5494,0.4843
[40],1000.0,0.9,0,480,0.6757,0.6617,0.5757
"[40, 40]",1000.0,0.9,0,232,0.6027,0.5932,0.517
"[60, 40]",1000.0,0.9,0,271,0.6139,0.5993,0.524
"[120, 60, 40]",1000.0,0.9,0,255,0.5673,0.5651,0.5001
