,0
Change_C,0.06873010843992233
Change_G,0.0583549328148365
Consensus_G,0.055769696831703186
Consensus_E,0.05419087037444115
Change_S,0.05122406780719757
Change_Y,0.05047350004315376
Consensus_M,0.04993744567036629
Consensus_A,0.04755104333162308
Consensus_N,0.045919619500637054
Change_T,0.042077939957380295
Consensus_S,0.041799381375312805
Change_K,0.04156874120235443
Change_W,0.0415385402739048
Consensus_T,0.0386098213493824
Consensus_H,0.037975408136844635
Consensus_R,0.0375368557870388
Change_X,0.03521530330181122
Consensus_F,0.03123611770570278
Change_F,0.02787131257355213
Change_D,0.024995727464556694
Consensus_Y,0.02492881566286087
Change_N,0.022884627804160118
Change_I,0.020488297566771507
Consensus_D,0.017746027559041977
Conservation,0.015348521992564201
Domain_phosphorylation-site-2,0.0141983013600111
Consensus_P,0.010721264407038689
Change_E,0.010253598913550377
Position,0.007587210740894079
Consensus_L,0.006560709793120623
Change_Q,0.006207390688359737
Domain_phosphorylation-site-3,0.004256665240973234
Domain_Interaction-with-KCNE1-C-terminus,0.002313511213287711
Domain_Selected-filter ,0.001903729746118188
Change_L,0.0015115663409233093
Domain_Transmemberane-4,0.00031986492103897035
Domain_Transmemberane-2,0.0002814625622704625
Change_V,-0.0004453154979273677
Domain_Transmemberane-6,-0.0004921912914142013
Domain_Transmemberane-3,-0.0009634303278289735
Domain_Transmemberane-5,-0.0012669191928580403
Consensus_W,-0.0014128111070021987
Change_A,-0.0029340332839637995
Domain_C-terminal-assembly-domain,-0.00352186756208539
Domain_Transmemberane-1,-0.003580359974876046
Change_R,-0.004883912857621908
Signal_To_Noise,-0.006905259098857641
Domain_Interaction-with-AKAP9,-0.007005045190453529
Domain_phosphorylation-site-1,-0.008402535691857338
Consensus_X,-0.0109949242323637
Consensus_K,-0.014876379631459713
Change_P,-0.015750419348478317
Change_H,-0.016467927023768425
Consensus_V,-0.024014445021748543
Consensus_Q,-0.024659043177962303
Consensus_I,-0.024891233071684837
Change_M,-0.029886655509471893
Consensus_C,-0.04447926580905914
