MLP Layer,Learning Rate,Dropout Rate,Ensemble Size,Best Epoch,Accuracy,AUROC,Avg Precision
"[60, 40]",1.0,0.3,0,1000,0.7623,0.8042,0.7524
"[120, 60, 40]",1.0,0.3,0,523,0.7689,0.8063,0.7578
[20],1.0,0.4,0,997,0.7494,0.7865,0.7261
"[30, 20]",1.0,0.4,0,998,0.7663,0.7983,0.7481
"[60, 20]",1.0,0.4,0,961,0.7637,0.8024,0.7513
"[60, 60, 20]",1.0,0.4,0,896,0.7637,0.8056,0.7521
"[120, 60, 20]",1.0,0.4,0,804,0.7728,0.8079,0.7592
[40],1.0,0.4,0,996,0.761,0.7929,0.7385
"[40, 40]",1.0,0.4,0,993,0.7676,0.802,0.7518
"[60, 40]",1.0,0.4,0,999,0.7702,0.8068,0.7576
"[120, 60, 40]",1.0,0.4,0,656,0.7676,0.803,0.7559
[20],1.0,0.5,0,986,0.7415,0.786,0.7225
"[30, 20]",1.0,0.5,0,959,0.7676,0.7966,0.744
"[60, 20]",1.0,0.5,0,992,0.765,0.8008,0.7496
"[60, 60, 20]",1.0,0.5,0,969,0.7741,0.8063,0.7582
"[120, 60, 20]",1.0,0.5,0,782,0.7663,0.8039,0.7548
[40],1.0,0.5,0,997,0.7533,0.7934,0.7381
"[40, 40]",1.0,0.5,0,997,0.7715,0.7989,0.749
"[60, 40]",1.0,0.5,0,993,0.7623,0.8015,0.7512
"[120, 60, 40]",1.0,0.5,0,939,0.7637,0.8047,0.7593
[20],1.0,0.6,0,999,0.739,0.787,0.7287
"[30, 20]",1.0,0.6,0,998,0.765,0.7918,0.7383
"[60, 20]",1.0,0.6,0,976,0.7688,0.7971,0.7427
"[60, 60, 20]",1.0,0.6,0,998,0.7702,0.7997,0.7461
"[120, 60, 20]",1.0,0.6,0,905,0.7675,0.8045,0.7538
[40],1.0,0.6,0,993,0.7584,0.794,0.7399
"[40, 40]",1.0,0.6,0,996,0.765,0.7961,0.7424
"[60, 40]",1.0,0.6,0,982,0.7701,0.801,0.7503
"[120, 60, 40]",1.0,0.6,0,896,0.7702,0.8073,0.7568
[20],1.0,0.7,0,970,0.7364,0.785,0.7292
"[30, 20]",1.0,0.7,0,990,0.7507,0.7888,0.7333
"[60, 20]",1.0,0.7,0,967,0.7572,0.7911,0.7377
"[60, 60, 20]",1.0,0.7,0,1000,0.7663,0.7963,0.7431
"[120, 60, 20]",1.0,0.7,0,1000,0.7585,0.7979,0.7431
[40],1.0,0.7,0,994,0.761,0.7948,0.7391
"[40, 40]",1.0,0.7,0,1000,0.7637,0.7889,0.7341
"[60, 40]",1.0,0.7,0,984,0.7559,0.7928,0.7396
"[120, 60, 40]",1.0,0.7,0,999,0.7715,0.7982,0.7463
[20],1.0,0.8,0,995,0.7377,0.778,0.7141
"[30, 20]",1.0,0.8,0,1000,0.7116,0.7707,0.7002
"[60, 20]",1.0,0.8,0,1000,0.7311,0.7797,0.7148
"[60, 60, 20]",1.0,0.8,0,1000,0.7064,0.7592,0.6829
"[120, 60, 20]",1.0,0.8,0,999,0.7221,0.7654,0.6917
[40],1.0,0.8,0,995,0.7377,0.7845,0.7273
"[40, 40]",1.0,0.8,0,997,0.7299,0.7738,0.7065
"[60, 40]",1.0,0.8,0,1000,0.7442,0.7801,0.713
"[120, 60, 40]",1.0,0.8,0,995,0.7403,0.77,0.6948
[20],1.0,0.9,0,989,0.6714,0.7756,0.7151
"[30, 20]",1.0,0.9,0,965,0.6221,0.7371,0.6481
"[60, 20]",1.0,0.9,0,991,0.6221,0.7542,0.673
"[60, 60, 20]",1.0,0.9,0,818,0.6221,0.7078,0.6294
"[120, 60, 20]",1.0,0.9,0,996,0.6221,0.6955,0.5968
[40],1.0,0.9,0,990,0.7208,0.7736,0.711
"[40, 40]",1.0,0.9,0,972,0.6221,0.7427,0.6519
"[60, 40]",1.0,0.9,0,982,0.6234,0.741,0.6649
"[120, 60, 40]",1.0,0.9,0,971,0.6221,0.6819,0.5696
[20],10.0,0.0,0,997,0.7416,0.7817,0.7168
"[30, 20]",10.0,0.0,0,1000,0.7598,0.8018,0.749
"[60, 20]",10.0,0.0,0,1000,0.7702,0.804,0.7542
"[60, 60, 20]",10.0,0.0,0,599,0.7468,0.802,0.7535
"[120, 60, 20]",10.0,0.0,0,487,0.7663,0.8023,0.7548
[40],10.0,0.0,0,1000,0.7507,0.7904,0.7316
"[40, 40]",10.0,0.0,0,967,0.7689,0.8064,0.7547
"[60, 40]",10.0,0.0,0,921,0.7663,0.8043,0.7563
"[120, 60, 40]",10.0,0.0,0,424,0.774,0.7991,0.7502
[20],10.0,0.1,0,995,0.7455,0.7817,0.7193
"[30, 20]",10.0,0.1,0,999,0.7598,0.7969,0.7442
"[60, 20]",10.0,0.1,0,993,0.7676,0.8068,0.7548
"[60, 60, 20]",10.0,0.1,0,715,0.7572,0.8027,0.7562
"[120, 60, 20]",10.0,0.1,0,542,0.7649,0.8022,0.7538
[40],10.0,0.1,0,995,0.752,0.7905,0.7318
"[40, 40]",10.0,0.1,0,995,0.7728,0.8054,0.7554
"[60, 40]",10.0,0.1,0,985,0.7624,0.8026,0.7551
"[120, 60, 40]",10.0,0.1,0,418,0.7663,0.8067,0.7573
[20],10.0,0.2,0,1000,0.7481,0.7861,0.7227
"[30, 20]",10.0,0.2,0,997,0.7611,0.7982,0.7435
"[60, 20]",10.0,0.2,0,995,0.7637,0.8024,0.7513
"[60, 60, 20]",10.0,0.2,0,917,0.7689,0.8023,0.757
"[120, 60, 20]",10.0,0.2,0,847,0.7597,0.802,0.7557
[40],10.0,0.2,0,987,0.752,0.7924,0.7375
"[40, 40]",10.0,0.2,0,1000,0.7676,0.805,0.7574
"[60, 40]",10.0,0.2,0,964,0.7676,0.805,0.756
"[120, 60, 40]",10.0,0.2,0,562,0.7636,0.8013,0.7528
[20],10.0,0.3,0,990,0.7416,0.7855,0.7237
"[30, 20]",10.0,0.3,0,971,0.7649,0.7996,0.7488
"[60, 20]",10.0,0.3,0,1000,0.765,0.8033,0.7519
"[60, 60, 20]",10.0,0.3,0,942,0.7689,0.8036,0.7576
"[120, 60, 20]",10.0,0.3,0,545,0.7715,0.8033,0.7563
[40],10.0,0.3,0,998,0.7585,0.7907,0.7333
"[40, 40]",10.0,0.3,0,994,0.7689,0.8013,0.7523
"[60, 40]",10.0,0.3,0,951,0.7676,0.8046,0.7522
"[120, 60, 40]",10.0,0.3,0,619,0.7701,0.8022,0.7536
[20],10.0,0.4,0,993,0.7585,0.7891,0.7288
"[30, 20]",10.0,0.4,0,1000,0.765,0.7968,0.7472
"[60, 20]",10.0,0.4,0,926,0.7676,0.8031,0.7512
"[60, 60, 20]",10.0,0.4,0,929,0.7675,0.8014,0.7536
"[120, 60, 20]",10.0,0.4,0,697,0.778,0.8054,0.7583
[40],10.0,0.4,0,1000,0.7545,0.7931,0.7362
"[40, 40]",10.0,0.4,0,994,0.7741,0.8027,0.7497
"[60, 40]",10.0,0.4,0,997,0.7702,0.8062,0.7562
"[120, 60, 40]",10.0,0.4,0,548,0.7676,0.8027,0.7526
[20],10.0,0.5,0,1000,0.7455,0.7856,0.7265
"[30, 20]",10.0,0.5,0,996,0.7663,0.7938,0.7398
"[60, 20]",10.0,0.5,0,975,0.7676,0.8015,0.7506
"[60, 60, 20]",10.0,0.5,0,994,0.7597,0.8011,0.7523
"[120, 60, 20]",10.0,0.5,0,1000,0.7689,0.8061,0.7584
[40],10.0,0.5,0,996,0.7572,0.7934,0.7381
"[40, 40]",10.0,0.5,0,979,0.765,0.8003,0.7488
"[60, 40]",10.0,0.5,0,974,0.7676,0.8038,0.7521
"[120, 60, 40]",10.0,0.5,0,906,0.7688,0.805,0.7594
[20],10.0,0.6,0,995,0.7442,0.7894,0.7317
"[30, 20]",10.0,0.6,0,985,0.7636,0.793,0.7411
"[60, 20]",10.0,0.6,0,980,0.7663,0.8001,0.7482
"[60, 60, 20]",10.0,0.6,0,997,0.774,0.8017,0.7513
"[120, 60, 20]",10.0,0.6,0,925,0.761,0.8016,0.7519
[40],10.0,0.6,0,999,0.7584,0.7956,0.7403
"[40, 40]",10.0,0.6,0,987,0.7624,0.7947,0.7433
"[60, 40]",10.0,0.6,0,981,0.7715,0.8015,0.7514
"[120, 60, 40]",10.0,0.6,0,870,0.7715,0.8075,0.7575
[20],10.0,0.7,0,974,0.739,0.7873,0.7254
"[30, 20]",10.0,0.7,0,996,0.7533,0.7889,0.7294
"[60, 20]",10.0,0.7,0,948,0.7584,0.7921,0.7395
"[60, 60, 20]",10.0,0.7,0,1000,0.7598,0.7921,0.7382
"[120, 60, 20]",10.0,0.7,0,994,0.7663,0.7963,0.7462
[40],10.0,0.7,0,997,0.7507,0.7911,0.7354
"[40, 40]",10.0,0.7,0,995,0.7585,0.7961,0.7397
"[60, 40]",10.0,0.7,0,973,0.7611,0.7917,0.737
"[120, 60, 40]",10.0,0.7,0,992,0.7598,0.799,0.7479
[20],10.0,0.8,0,1000,0.7337,0.7797,0.7182
"[30, 20]",10.0,0.8,0,999,0.722,0.773,0.7046
"[60, 20]",10.0,0.8,0,1000,0.7351,0.7795,0.7145
"[60, 60, 20]",10.0,0.8,0,999,0.6871,0.7674,0.6805
"[120, 60, 20]",10.0,0.8,0,999,0.7403,0.7733,0.7025
[40],10.0,0.8,0,998,0.7417,0.7816,0.7245
"[40, 40]",10.0,0.8,0,999,0.726,0.772,0.7021
"[60, 40]",10.0,0.8,0,980,0.7416,0.7839,0.7234
"[120, 60, 40]",10.0,0.8,0,994,0.7364,0.7743,0.703
[20],10.0,0.9,0,992,0.6584,0.7717,0.7113
"[30, 20]",10.0,0.9,0,995,0.6221,0.7297,0.6547
"[60, 20]",10.0,0.9,0,1000,0.6221,0.7211,0.6209
"[60, 60, 20]",10.0,0.9,0,949,0.6221,0.6757,0.5969
"[120, 60, 20]",10.0,0.9,0,989,0.6221,0.6989,0.5804
[40],10.0,0.9,0,969,0.7233,0.7762,0.7171
"[40, 40]",10.0,0.9,0,982,0.6221,0.7503,0.6593
"[60, 40]",10.0,0.9,0,968,0.6221,0.7549,0.6661
"[120, 60, 40]",10.0,0.9,0,995,0.6221,0.6936,0.59
[20],100.0,0.0,0,997,0.7325,0.7839,0.7199
"[30, 20]",100.0,0.0,0,982,0.7559,0.8002,0.7462
"[60, 20]",100.0,0.0,0,945,0.7689,0.8051,0.7518
"[60, 60, 20]",100.0,0.0,0,645,0.7688,0.803,0.7551
"[120, 60, 20]",100.0,0.0,0,498,0.7688,0.8022,0.7591
[40],100.0,0.0,0,1000,0.7559,0.7877,0.7305
"[40, 40]",100.0,0.0,0,1000,0.761,0.8016,0.751
"[60, 40]",100.0,0.0,0,997,0.7688,0.8033,0.754
"[120, 60, 40]",100.0,0.0,0,424,0.7676,0.8013,0.7581
[20],100.0,0.1,0,998,0.7468,0.783,0.7196
"[30, 20]",100.0,0.1,0,999,0.7701,0.7984,0.7438
"[60, 20]",100.0,0.1,0,912,0.7624,0.802,0.7531
"[60, 60, 20]",100.0,0.1,0,852,0.7675,0.8053,0.7579
"[120, 60, 20]",100.0,0.1,0,556,0.7689,0.8044,0.7576
[40],100.0,0.1,0,995,0.7572,0.7907,0.7329
"[40, 40]",100.0,0.1,0,976,0.7611,0.8051,0.7542
"[60, 40]",100.0,0.1,0,965,0.765,0.8049,0.7562
"[120, 60, 40]",100.0,0.1,0,445,0.765,0.8051,0.7574
[20],100.0,0.2,0,991,0.7442,0.7867,0.7242
"[30, 20]",100.0,0.2,0,996,0.7546,0.7989,0.7444
"[60, 20]",100.0,0.2,0,948,0.765,0.8038,0.7504
"[60, 60, 20]",100.0,0.2,0,702,0.7624,0.8037,0.7561
"[120, 60, 20]",100.0,0.2,0,579,0.7675,0.8042,0.7586
[40],100.0,0.2,0,945,0.7636,0.7918,0.7361
"[40, 40]",100.0,0.2,0,994,0.7637,0.8039,0.7576
"[60, 40]",100.0,0.2,0,987,0.7689,0.805,0.7572
"[120, 60, 40]",100.0,0.2,0,425,0.7611,0.8065,0.756
[20],100.0,0.3,0,1000,0.7416,0.7865,0.7244
"[30, 20]",100.0,0.3,0,954,0.7676,0.7995,0.7459
"[60, 20]",100.0,0.3,0,960,0.7702,0.8047,0.7538
"[60, 60, 20]",100.0,0.3,0,996,0.7767,0.8037,0.7562
"[120, 60, 20]",100.0,0.3,0,772,0.7675,0.8018,0.7561
[40],100.0,0.3,0,999,0.761,0.7935,0.7364
"[40, 40]",100.0,0.3,0,981,0.7702,0.8028,0.7495
"[60, 40]",100.0,0.3,0,992,0.7662,0.8012,0.7526
"[120, 60, 40]",100.0,0.3,0,947,0.7559,0.7997,0.7553
[20],100.0,0.4,0,997,0.7481,0.7876,0.7265
"[30, 20]",100.0,0.4,0,975,0.7611,0.7989,0.7439
"[60, 20]",100.0,0.4,0,991,0.7702,0.8027,0.7516
"[60, 60, 20]",100.0,0.4,0,1000,0.7662,0.8016,0.753
"[120, 60, 20]",100.0,0.4,0,850,0.7702,0.8051,0.7563
[40],100.0,0.4,0,989,0.7598,0.7924,0.738
"[40, 40]",100.0,0.4,0,982,0.7702,0.8029,0.7529
"[60, 40]",100.0,0.4,0,978,0.7741,0.8067,0.755
"[120, 60, 40]",100.0,0.4,0,717,0.7676,0.8059,0.758
[20],100.0,0.5,0,990,0.7481,0.7867,0.7263
"[30, 20]",100.0,0.5,0,940,0.7637,0.7956,0.7452
"[60, 20]",100.0,0.5,0,1000,0.7663,0.8024,0.7521
"[60, 60, 20]",100.0,0.5,0,846,0.7663,0.8031,0.7527
"[120, 60, 20]",100.0,0.5,0,993,0.765,0.8049,0.7603
[40],100.0,0.5,0,1000,0.7598,0.7933,0.7376
"[40, 40]",100.0,0.5,0,999,0.7715,0.7987,0.7457
"[60, 40]",100.0,0.5,0,981,0.7688,0.8031,0.7533
"[120, 60, 40]",100.0,0.5,0,809,0.7753,0.8035,0.7535
[20],100.0,0.6,0,987,0.7441,0.7865,0.726
"[30, 20]",100.0,0.6,0,972,0.765,0.7938,0.7405
"[60, 20]",100.0,0.6,0,990,0.7637,0.799,0.7471
"[60, 60, 20]",100.0,0.6,0,995,0.7637,0.8018,0.7504
"[120, 60, 20]",100.0,0.6,0,999,0.7611,0.804,0.7531
[40],100.0,0.6,0,1000,0.7598,0.7916,0.7352
"[40, 40]",100.0,0.6,0,981,0.7636,0.7971,0.745
"[60, 40]",100.0,0.6,0,962,0.7676,0.8007,0.7487
"[120, 60, 40]",100.0,0.6,0,967,0.7597,0.8063,0.7562
[20],100.0,0.7,0,980,0.7403,0.7823,0.7206
"[30, 20]",100.0,0.7,0,1000,0.7507,0.7875,0.7297
"[60, 20]",100.0,0.7,0,983,0.7611,0.7942,0.7397
"[60, 60, 20]",100.0,0.7,0,996,0.7559,0.7936,0.7394
"[120, 60, 20]",100.0,0.7,0,1000,0.7701,0.7975,0.7427
[40],100.0,0.7,0,995,0.7545,0.7912,0.7338
"[40, 40]",100.0,0.7,0,999,0.7571,0.7938,0.7389
"[60, 40]",100.0,0.7,0,983,0.7572,0.7917,0.7394
"[120, 60, 40]",100.0,0.7,0,995,0.7676,0.7985,0.7469
[20],100.0,0.8,0,996,0.7234,0.7802,0.7159
"[30, 20]",100.0,0.8,0,997,0.7234,0.7702,0.7005
"[60, 20]",100.0,0.8,0,999,0.7259,0.7757,0.7052
"[60, 60, 20]",100.0,0.8,0,1000,0.6882,0.7644,0.6896
"[120, 60, 20]",100.0,0.8,0,999,0.7389,0.7683,0.6908
[40],100.0,0.8,0,1000,0.7416,0.7869,0.7275
"[40, 40]",100.0,0.8,0,997,0.7416,0.7798,0.714
"[60, 40]",100.0,0.8,0,995,0.7468,0.7826,0.721
"[120, 60, 40]",100.0,0.8,0,999,0.7428,0.775,0.7071
[20],100.0,0.9,0,984,0.6701,0.7645,0.6963
"[30, 20]",100.0,0.9,0,996,0.6221,0.7352,0.6383
"[60, 20]",100.0,0.9,0,1000,0.6221,0.7466,0.658
"[60, 60, 20]",100.0,0.9,0,995,0.6221,0.672,0.564
"[120, 60, 20]",100.0,0.9,0,999,0.6221,0.7025,0.5905
[40],100.0,0.9,0,999,0.7221,0.7718,0.7077
"[40, 40]",100.0,0.9,0,856,0.6221,0.7562,0.6745
"[60, 40]",100.0,0.9,0,999,0.6234,0.7531,0.6508
"[120, 60, 40]",100.0,0.9,0,703,0.6221,0.6856,0.5913
[20],1000.0,0.0,0,997,0.7377,0.7819,0.7147
"[30, 20]",1000.0,0.0,0,990,0.7585,0.8004,0.7431
"[60, 20]",1000.0,0.0,0,996,0.7597,0.8046,0.7534
"[60, 60, 20]",1000.0,0.0,0,717,0.7689,0.8009,0.7527
"[120, 60, 20]",1000.0,0.0,0,574,0.7662,0.8038,0.756
[40],1000.0,0.0,0,968,0.7507,0.7895,0.7307
"[40, 40]",1000.0,0.0,0,980,0.7546,0.8008,0.7519
"[60, 40]",1000.0,0.0,0,856,0.7611,0.8041,0.7538
"[120, 60, 40]",1000.0,0.0,0,387,0.7649,0.8034,0.7546
[20],1000.0,0.1,0,993,0.7416,0.7856,0.7224
"[30, 20]",1000.0,0.1,0,980,0.765,0.8,0.7471
"[60, 20]",1000.0,0.1,0,995,0.7585,0.8011,0.7482
"[60, 60, 20]",1000.0,0.1,0,987,0.7714,0.8005,0.7585
"[120, 60, 20]",1000.0,0.1,0,684,0.7637,0.8012,0.7554
[40],1000.0,0.1,0,1000,0.7494,0.7907,0.7329
"[40, 40]",1000.0,0.1,0,998,0.7611,0.803,0.7518
"[60, 40]",1000.0,0.1,0,981,0.7689,0.8011,0.7528
"[120, 60, 40]",1000.0,0.1,0,496,0.7662,0.8034,0.7591
[20],1000.0,0.2,0,1000,0.7429,0.7842,0.7202
"[30, 20]",1000.0,0.2,0,1000,0.7611,0.7978,0.7466
"[60, 20]",1000.0,0.2,0,908,0.7637,0.8029,0.7506
"[60, 60, 20]",1000.0,0.2,0,939,0.7675,0.8027,0.756
"[120, 60, 20]",1000.0,0.2,0,601,0.7649,0.8043,0.7537
[40],1000.0,0.2,0,984,0.7598,0.7918,0.7342
"[40, 40]",1000.0,0.2,0,995,0.7663,0.8032,0.7515
"[60, 40]",1000.0,0.2,0,1000,0.7663,0.806,0.7554
"[120, 60, 40]",1000.0,0.2,0,507,0.7715,0.8046,0.7563
[20],1000.0,0.3,0,971,0.7441,0.7881,0.7271
"[30, 20]",1000.0,0.3,0,994,0.7559,0.799,0.7453
"[60, 20]",1000.0,0.3,0,961,0.765,0.8034,0.7514
"[60, 60, 20]",1000.0,0.3,0,969,0.7688,0.8069,0.7584
"[120, 60, 20]",1000.0,0.3,0,811,0.7676,0.8037,0.7579
[40],1000.0,0.3,0,993,0.7481,0.7931,0.7366
"[40, 40]",1000.0,0.3,0,1000,0.7689,0.8035,0.755
"[60, 40]",1000.0,0.3,0,999,0.7741,0.8048,0.7571
"[120, 60, 40]",1000.0,0.3,0,589,0.7675,0.8053,0.754
[20],1000.0,0.4,0,1000,0.7481,0.7857,0.7243
"[30, 20]",1000.0,0.4,0,1000,0.7585,0.7988,0.7466
"[60, 20]",1000.0,0.4,0,987,0.765,0.8013,0.7506
"[60, 60, 20]",1000.0,0.4,0,968,0.7715,0.8062,0.7566
"[120, 60, 20]",1000.0,0.4,0,1000,0.7689,0.803,0.7569
[40],1000.0,0.4,0,975,0.7546,0.7928,0.7377
"[40, 40]",1000.0,0.4,0,917,0.7611,0.8006,0.7507
"[60, 40]",1000.0,0.4,0,965,0.7702,0.8015,0.7536
"[120, 60, 40]",1000.0,0.4,0,901,0.7766,0.8054,0.7588
[20],1000.0,0.5,0,1000,0.7416,0.7874,0.7289
"[30, 20]",1000.0,0.5,0,976,0.7662,0.7931,0.7399
"[60, 20]",1000.0,0.5,0,1000,0.7689,0.8019,0.7529
"[60, 60, 20]",1000.0,0.5,0,1000,0.7624,0.8043,0.7569
"[120, 60, 20]",1000.0,0.5,0,984,0.7754,0.8059,0.7563
[40],1000.0,0.5,0,994,0.7623,0.7926,0.7353
"[40, 40]",1000.0,0.5,0,999,0.7675,0.7978,0.7468
"[60, 40]",1000.0,0.5,0,998,0.7702,0.8025,0.752
"[120, 60, 40]",1000.0,0.5,0,995,0.7637,0.8049,0.7594
[20],1000.0,0.6,0,1000,0.7403,0.7862,0.7234
"[30, 20]",1000.0,0.6,0,1000,0.7585,0.7926,0.7371
"[60, 20]",1000.0,0.6,0,993,0.7662,0.7975,0.7457
"[60, 60, 20]",1000.0,0.6,0,995,0.7649,0.7991,0.7476
"[120, 60, 20]",1000.0,0.6,0,997,0.7689,0.8077,0.7557
[40],1000.0,0.6,0,1000,0.7546,0.7898,0.7341
"[40, 40]",1000.0,0.6,0,941,0.7663,0.7981,0.7439
"[60, 40]",1000.0,0.6,0,998,0.7689,0.8002,0.7488
"[120, 60, 40]",1000.0,0.6,0,1000,0.7663,0.8046,0.7577
[20],1000.0,0.7,0,997,0.7338,0.7817,0.7198
"[30, 20]",1000.0,0.7,0,987,0.7519,0.7858,0.7282
"[60, 20]",1000.0,0.7,0,997,0.7611,0.7933,0.739
"[60, 60, 20]",1000.0,0.7,0,979,0.7676,0.7957,0.7419
"[120, 60, 20]",1000.0,0.7,0,973,0.7676,0.7952,0.7421
[40],1000.0,0.7,0,1000,0.7481,0.7917,0.7358
"[40, 40]",1000.0,0.7,0,1000,0.7624,0.793,0.7384
"[60, 40]",1000.0,0.7,0,964,0.7675,0.7952,0.7417
"[120, 60, 40]",1000.0,0.7,0,999,0.7663,0.8003,0.7492
[20],1000.0,0.8,0,998,0.739,0.7805,0.7172
"[30, 20]",1000.0,0.8,0,1000,0.7272,0.7725,0.7075
"[60, 20]",1000.0,0.8,0,997,0.7337,0.7786,0.7123
"[60, 60, 20]",1000.0,0.8,0,1000,0.6884,0.7643,0.6896
"[120, 60, 20]",1000.0,0.8,0,1000,0.7064,0.7629,0.684
[40],1000.0,0.8,0,1000,0.739,0.7874,0.7281
"[40, 40]",1000.0,0.8,0,1000,0.7416,0.7779,0.7127
"[60, 40]",1000.0,0.8,0,979,0.7455,0.7815,0.7182
"[120, 60, 40]",1000.0,0.8,0,1000,0.7416,0.7724,0.7038
[20],1000.0,0.9,0,993,0.661,0.7649,0.6918
"[30, 20]",1000.0,0.9,0,1000,0.6221,0.7349,0.6527
"[60, 20]",1000.0,0.9,0,967,0.6221,0.7464,0.6521
"[60, 60, 20]",1000.0,0.9,0,961,0.6221,0.6926,0.5961
"[120, 60, 20]",1000.0,0.9,0,991,0.6221,0.7099,0.628
[40],1000.0,0.9,0,934,0.7156,0.7713,0.7102
"[40, 40]",1000.0,0.9,0,610,0.6234,0.7469,0.6552
"[60, 40]",1000.0,0.9,0,971,0.6234,0.7399,0.6512
"[120, 60, 40]",1000.0,0.9,0,991,0.6221,0.7033,0.6117
