MLP_Layer,Learning_Rate,Dropout_Rate,Ensemble_Size,Mean_Best_Epoch,Mean_Accuracy,Std_Accuracy,Mean_AUROC,Std_AUROC,Mean_Avg_Precision,Std_Avg_Precision,Gen_Best_Epoch,Gen_Accuracy,Gen_AUROC,Gen_Avg_Precision,Calibration_Slope
"[60, 60]",1.0,0.2,1,epoch_1,0.6571,0.1814,0.6569,0.2182,0.6113,0.1886,1,0.6558,0.6461,0.5671,0.1873
"[60, 60, 40]",1.0,0.2,1,epoch_0,0.5675,0.0049,0.5223,0.0521,0.4618,0.0555,0,0.5674,0.5217,0.4617,
"[120, 60, 20]",1.0,0.2,1,epoch_1,0.5094,0.126,0.5623,0.1038,0.4776,0.0785,4,0.5884,0.5873,0.506,0.9797
"[120, 60, 40]",1.0,0.2,1,epoch_1,0.4911,0.0942,0.5631,0.0818,0.4794,0.0661,1,0.4907,0.5699,0.4877,0.5569
"[30, 20]",1.0,0.2,3,epoch_1,0.6185,0.1788,0.6965,0.1892,0.66,0.1908,1,0.6163,0.7075,0.6851,0.6631
"[60, 60]",1.0,0.2,3,epoch_5,0.6684,0.1059,0.7297,0.1422,0.694,0.1587,5,0.6674,0.7174,0.6595,0.8818
"[60, 60, 40]",1.0,0.2,3,epoch_3,0.5753,0.1142,0.6395,0.1333,0.5701,0.1355,2,0.4512,0.613,0.545,0.709
"[120, 60, 20]",1.0,0.2,3,epoch_4,0.5744,0.044,0.6305,0.1304,0.557,0.1382,3,0.5628,0.6076,0.5173,0.3956
"[120, 60, 40]",1.0,0.2,3,epoch_4,0.5938,0.101,0.6891,0.1308,0.6146,0.1353,5,0.6023,0.6925,0.6273,1.6114
"[30, 20]",1.0,0.4,1,epoch_1,0.5558,0.1056,0.619,0.145,0.5585,0.1409,1,0.5558,0.6233,0.5307,0.2473
"[60, 60]",1.0,0.4,1,epoch_1,0.5846,0.1083,0.6229,0.1998,0.6003,0.1485,1,0.5837,0.5982,0.5822,0.0084
"[60, 60, 40]",1.0,0.4,1,epoch_1,0.5172,0.1259,0.5715,0.1205,0.491,0.0963,4,0.5698,0.5255,0.4554,0.5988
"[120, 60, 20]",1.0,0.4,1,epoch_1,0.4753,0.0819,0.5066,0.08,0.4506,0.045,4,0.5674,0.5055,0.4374,0.1553
"[120, 60, 40]",1.0,0.4,1,epoch_4,0.589,0.0899,0.5739,0.1302,0.5029,0.1195,5,0.5953,0.6055,0.5309,0.7145
"[30, 20]",1.0,0.4,3,epoch_1,0.6079,0.124,0.7142,0.1584,0.6598,0.1853,1,0.607,0.6811,0.615,0.5711
"[60, 60]",1.0,0.4,3,epoch_5,0.6798,0.1237,0.7869,0.1304,0.7278,0.1552,5,0.6791,0.7424,0.6511,0.7102
"[60, 60, 40]",1.0,0.4,3,epoch_2,0.5228,0.0657,0.6744,0.1155,0.6015,0.132,1,0.507,0.6646,0.5511,0.7357
"[120, 60, 20]",1.0,0.4,3,epoch_2,0.5566,0.1422,0.6653,0.1403,0.6158,0.1656,2,0.5558,0.6493,0.533,0.5459
"[120, 60, 40]",1.0,0.4,3,epoch_6,0.5912,0.0395,0.7149,0.1279,0.6471,0.1471,4,0.614,0.67,0.5892,0.765
"[30, 20]",1.0,0.6,1,epoch_0,0.574,0.1561,0.7006,0.1806,0.6372,0.173,1,0.5698,0.6193,0.5807,0.1865
"[60, 60]",1.0,0.6,1,epoch_2,0.7167,0.1183,0.7716,0.1413,0.6852,0.1576,2,0.7163,0.7537,0.6518,0.354
"[60, 60, 40]",1.0,0.6,1,epoch_3,0.6434,0.1094,0.6797,0.1129,0.6196,0.1216,3,0.6419,0.667,0.5785,0.1048
"[120, 60, 20]",1.0,0.6,1,epoch_1,0.5807,0.1243,0.5867,0.128,0.5225,0.1038,1,0.5791,0.5965,0.5135,0.3661
"[120, 60, 40]",1.0,0.6,1,epoch_3,0.6251,0.1571,0.6015,0.2023,0.567,0.193,3,0.6233,0.6095,0.5366,0.1894
"[30, 20]",1.0,0.6,3,epoch_0,0.6068,0.1656,0.7696,0.1922,0.7423,0.1818,1,0.6326,0.696,0.6163,0.5768
"[60, 60]",1.0,0.6,3,epoch_9,0.6702,0.0862,0.8055,0.1588,0.7613,0.1748,1,0.714,0.7635,0.7436,0.6325
"[60, 60, 40]",1.0,0.6,3,epoch_3,0.6196,0.1063,0.6782,0.1291,0.6215,0.1299,6,0.6,0.612,0.5434,0.4443
"[120, 60, 20]",1.0,0.6,3,epoch_1,0.6237,0.0747,0.6341,0.1938,0.6021,0.138,1,0.6233,0.6275,0.5748,0.5646
"[120, 60, 40]",1.0,0.6,3,epoch_1,0.6511,0.0949,0.73,0.1455,0.656,0.1697,1,0.6512,0.6911,0.5739,0.5299
"[30, 20]",10.0,0,1,epoch_2,0.5221,0.1257,0.6001,0.1227,0.5196,0.1065,5,0.5814,0.5682,0.503,0.1754
"[60, 60]",10.0,0,1,epoch_5,0.6584,0.1177,0.6493,0.1449,0.5928,0.1472,5,0.6581,0.6645,0.569,0.191
"[60, 60, 40]",10.0,0,1,epoch_0,0.5675,0.0049,0.647,0.1597,0.5781,0.1764,0,0.5674,0.6359,0.5191,21.5897
"[120, 60, 20]",10.0,0,1,epoch_0,0.6266,0.1456,0.5935,0.1529,0.5312,0.1689,4,0.5884,0.5696,0.5019,0.2546
"[120, 60, 40]",10.0,0,1,epoch_1,0.4813,0.1098,0.5736,0.1292,0.4989,0.1249,1,0.4814,0.6239,0.5698,0.2947
"[30, 20]",10.0,0,3,epoch_2,0.5786,0.0329,0.5788,0.1291,0.5312,0.0944,2,0.5791,0.5909,0.5159,0.385
"[60, 60]",10.0,0,3,epoch_3,0.6234,0.084,0.7239,0.1169,0.6766,0.1349,3,0.6233,0.6997,0.5863,0.5519
"[60, 60, 40]",10.0,0,3,epoch_0,0.5937,0.08,0.7121,0.174,0.6428,0.2055,0,0.593,0.6837,0.5814,0.0561
"[120, 60, 20]",10.0,0,3,epoch_0,0.5841,0.0485,0.611,0.175,0.5512,0.1776,2,0.593,0.5803,0.512,0.6029
"[120, 60, 40]",10.0,0,3,epoch_2,0.5596,0.1321,0.637,0.144,0.5508,0.1149,1,0.4698,0.6654,0.5852,0.6874
"[30, 20]",10.0,0.2,1,epoch_1,0.5127,0.0951,0.6506,0.1305,0.561,0.1225,1,0.514,0.6642,0.5633,0.0881
"[60, 60]",10.0,0.2,1,epoch_1,0.674,0.1742,0.6433,0.198,0.5784,0.165,6,0.6326,0.6529,0.5511,0.1439
"[60, 60, 40]",10.0,0.2,1,epoch_0,0.5675,0.0049,0.5139,0.0334,0.4484,0.0369,0,0.5674,0.5134,0.4478,
"[120, 60, 20]",10.0,0.2,1,epoch_1,0.4976,0.1123,0.5647,0.0928,0.4773,0.0683,1,0.4977,0.5715,0.4767,0.2415
"[120, 60, 40]",10.0,0.2,1,epoch_1,0.491,0.0905,0.5506,0.0788,0.4642,0.052,1,0.4907,0.555,0.4554,0.4301
"[30, 20]",10.0,0.2,3,epoch_1,0.6046,0.1981,0.6961,0.1895,0.6421,0.1982,1,0.6023,0.7083,0.6646,0.5252
"[60, 60]",10.0,0.2,3,epoch_4,0.6801,0.1261,0.7322,0.1464,0.6897,0.1566,4,0.6791,0.7336,0.669,0.5778
"[60, 60, 40]",10.0,0.2,3,epoch_2,0.5374,0.1418,0.6226,0.1677,0.5665,0.1404,0,0.5674,0.6152,0.5258,0.0846
"[120, 60, 20]",10.0,0.2,3,epoch_1,0.476,0.101,0.6074,0.1116,0.5246,0.094,1,0.4767,0.6099,0.5095,0.3913
"[120, 60, 40]",10.0,0.2,3,epoch_6,0.5305,0.0647,0.6529,0.1463,0.5886,0.1533,13,0.6047,0.5842,0.5436,10000.0
"[30, 20]",10.0,0.4,1,epoch_3,0.5361,0.1055,0.5595,0.1187,0.4906,0.0715,1,0.5163,0.5663,0.4819,0.1021
"[60, 60]",10.0,0.4,1,epoch_2,0.5837,0.2343,0.5827,0.2414,0.5547,0.1381,9,0.6116,0.6325,0.5476,0.1289
"[60, 60, 40]",10.0,0.4,1,epoch_1,0.515,0.1435,0.5714,0.1225,0.4923,0.1109,1,0.514,0.559,0.4582,0.2898
"[120, 60, 20]",10.0,0.4,1,epoch_1,0.4682,0.0903,0.4901,0.1031,0.4453,0.0599,2,0.4581,0.5018,0.4379,0.3319
"[120, 60, 40]",10.0,0.4,1,epoch_3,0.5448,0.1454,0.5426,0.1525,0.5053,0.1055,18,0.5674,0.5651,0.4987,0.6247
"[30, 20]",10.0,0.4,3,epoch_1,0.6013,0.1221,0.669,0.1564,0.5924,0.1368,1,0.6,0.6578,0.5848,10000.0
"[60, 60]",10.0,0.4,3,epoch_9,0.6823,0.0787,0.7074,0.1453,0.6689,0.1447,9,0.6814,0.6664,0.6455,0.595
"[60, 60, 40]",10.0,0.4,3,epoch_1,0.4973,0.0869,0.6326,0.135,0.5512,0.138,1,0.4977,0.6337,0.5301,10000.0
"[120, 60, 20]",10.0,0.4,3,epoch_3,0.5866,0.0537,0.6232,0.1182,0.5621,0.1342,3,0.586,0.59,0.5552,10000.0
"[120, 60, 40]",10.0,0.4,3,epoch_5,0.6469,0.1303,0.7273,0.1177,0.6669,0.1285,5,0.6465,0.6811,0.6203,0.8268
"[30, 20]",10.0,0.6,1,epoch_1,0.5692,0.1506,0.5956,0.1538,0.5295,0.1284,4,0.5721,0.6087,0.4973,0.1204
"[60, 60]",10.0,0.6,1,epoch_5,0.6959,0.1362,0.7301,0.1362,0.6486,0.1694,5,0.6953,0.7216,0.5977,0.1726
"[60, 60, 40]",10.0,0.6,1,epoch_5,0.6231,0.091,0.6027,0.1155,0.5429,0.1011,5,0.6233,0.6243,0.5396,0.2305
"[120, 60, 20]",10.0,0.6,1,epoch_1,0.5993,0.1147,0.5913,0.1242,0.5079,0.0967,1,0.5977,0.6166,0.5176,0.1809
"[120, 60, 40]",10.0,0.6,1,epoch_5,0.6148,0.1408,0.6049,0.1661,0.5425,0.1447,5,0.614,0.6037,0.5164,0.1364
"[30, 20]",10.0,0.6,3,epoch_4,0.6507,0.1309,0.7035,0.1836,0.6405,0.172,4,0.6488,0.6947,0.5758,0.403
"[60, 60]",10.0,0.6,3,epoch_5,0.7646,0.1583,0.831,0.1313,0.7731,0.1754,5,0.7628,0.8276,0.7144,0.82
"[60, 60, 40]",10.0,0.6,3,epoch_2,0.6464,0.0942,0.6416,0.1555,0.5973,0.1333,1,0.6465,0.6399,0.5525,0.488
"[120, 60, 20]",10.0,0.6,3,epoch_1,0.5893,0.1098,0.6648,0.1398,0.6075,0.1461,1,0.5884,0.6363,0.5595,0.4284
"[120, 60, 40]",10.0,0.6,3,epoch_2,0.6061,0.1094,0.7093,0.149,0.6404,0.1316,1,0.6302,0.6926,0.5664,0.3531
"[30, 20]",100.0,0,1,epoch_2,0.5356,0.1238,0.5746,0.0928,0.4919,0.0809,2,0.5349,0.5749,0.4754,0.2435
"[60, 60]",100.0,0,1,epoch_1,0.6578,0.1566,0.6814,0.1447,0.5753,0.1305,1,0.6558,0.6875,0.5542,0.3008
"[60, 60, 40]",100.0,0,1,epoch_0,0.5675,0.0049,0.6496,0.158,0.5799,0.1752,0,0.5674,0.6386,0.5214,-3.391626671384655e+16
"[120, 60, 20]",100.0,0,1,epoch_0,0.6265,0.1403,0.5933,0.1489,0.528,0.1659,4,0.5884,0.5787,0.5038,0.4754
"[120, 60, 40]",100.0,0,1,epoch_1,0.4813,0.1098,0.5394,0.0941,0.4608,0.0626,1,0.4814,0.5398,0.4531,0.2923
"[30, 20]",100.0,0,3,epoch_2,0.6173,0.1123,0.6045,0.123,0.5294,0.1197,2,0.6163,0.5929,0.5445,0.6169
"[60, 60]",100.0,0,3,epoch_5,0.6326,0.1231,0.7267,0.1668,0.6666,0.1697,6,0.6581,0.7228,0.6074,0.6447
"[60, 60, 40]",100.0,0,3,epoch_0,0.5914,0.081,0.7033,0.1717,0.6325,0.1931,0,0.5907,0.6787,0.5596,0.0024
"[120, 60, 20]",100.0,0,3,epoch_0,0.5842,0.0499,0.6035,0.176,0.5459,0.1755,0,0.5837,0.599,0.4946,0.6196
"[120, 60, 40]",100.0,0,3,epoch_2,0.613,0.1634,0.6477,0.1709,0.5613,0.1359,2,0.6116,0.6428,0.5452,0.6728
"[30, 20]",100.0,0.2,1,epoch_2,0.5591,0.1142,0.5674,0.077,0.4887,0.0644,2,0.5605,0.5712,0.481,0.1368
"[60, 60]",100.0,0.2,1,epoch_1,0.6691,0.1604,0.6399,0.1863,0.5688,0.1484,7,0.6395,0.6439,0.5461,0.3733
"[60, 60, 40]",100.0,0.2,1,epoch_0,0.5675,0.0049,0.5139,0.0334,0.4484,0.0369,0,0.5674,0.5134,0.4478,
"[120, 60, 20]",100.0,0.2,1,epoch_1,0.5165,0.1412,0.5703,0.1187,0.4869,0.0945,2,0.5698,0.553,0.4799,0.1099
"[120, 60, 40]",100.0,0.2,1,epoch_1,0.4911,0.0974,0.5499,0.0832,0.4651,0.0574,1,0.4907,0.55,0.4586,0.3899
"[30, 20]",100.0,0.2,3,epoch_1,0.5977,0.1918,0.6629,0.169,0.5905,0.1787,1,0.5953,0.6632,0.5362,0.3156
"[60, 60]",100.0,0.2,3,epoch_4,0.6756,0.1197,0.7406,0.1443,0.6756,0.1604,4,0.6744,0.7284,0.6321,0.4495
"[60, 60, 40]",100.0,0.2,3,epoch_0,0.5675,0.0049,0.6233,0.14,0.5549,0.1501,0,0.5674,0.6215,0.531,0.1323
"[120, 60, 20]",100.0,0.2,3,epoch_4,0.5361,0.1185,0.6291,0.164,0.5656,0.1561,4,0.5349,0.5894,0.4953,0.4238
"[120, 60, 40]",100.0,0.2,3,epoch_2,0.5913,0.1614,0.5977,0.1602,0.5361,0.1222,2,0.5907,0.636,0.5318,0.8418
"[30, 20]",100.0,0.4,1,epoch_1,0.5205,0.1105,0.5411,0.0992,0.4654,0.0503,5,0.5512,0.5534,0.4699,0.0577
"[60, 60]",100.0,0.4,1,epoch_2,0.5747,0.2356,0.5864,0.2363,0.5472,0.1426,23,0.5884,0.5659,0.5005,0.1473
"[60, 60, 40]",100.0,0.4,1,epoch_1,0.4794,0.1232,0.5278,0.1065,0.458,0.0691,3,0.5651,0.5262,0.451,0.2087
"[120, 60, 20]",100.0,0.4,1,epoch_1,0.4659,0.091,0.5257,0.0704,0.452,0.0539,1,0.4651,0.5255,0.4455,0.2375
"[120, 60, 40]",100.0,0.4,1,epoch_3,0.5185,0.1423,0.5295,0.1621,0.4995,0.0999,5,0.5395,0.5764,0.4767,-0.0359
"[30, 20]",100.0,0.4,3,epoch_1,0.6059,0.1127,0.6491,0.1873,0.5836,0.1618,4,0.6023,0.5843,0.5279,0.4163
"[60, 60]",100.0,0.4,3,epoch_12,0.5707,0.076,0.6931,0.1553,0.6234,0.1513,4,0.6209,0.6756,0.5819,0.5572
"[60, 60, 40]",100.0,0.4,3,epoch_3,0.6118,0.0504,0.6012,0.1173,0.5335,0.0949,2,0.493,0.6189,0.522,0.4411
"[120, 60, 20]",100.0,0.4,3,epoch_1,0.4659,0.091,0.5843,0.1125,0.5101,0.085,3,0.5791,0.5825,0.5056,0.2857
"[120, 60, 40]",100.0,0.4,3,epoch_5,0.5865,0.0997,0.6962,0.1347,0.6083,0.1448,5,0.586,0.6498,0.5778,0.3304
"[30, 20]",100.0,0.6,1,epoch_1,0.5669,0.1369,0.5691,0.1246,0.4949,0.1066,7,0.5605,0.5714,0.4817,0.0779
"[60, 60]",100.0,0.6,1,epoch_5,0.705,0.1357,0.6974,0.1348,0.6143,0.1655,10,0.686,0.7117,0.5932,0.1993
"[60, 60, 40]",100.0,0.6,1,epoch_2,0.6611,0.108,0.6561,0.115,0.5721,0.1134,2,0.6605,0.653,0.5374,0.2985
"[120, 60, 20]",100.0,0.6,1,epoch_1,0.5757,0.0952,0.5594,0.0977,0.4812,0.0745,3,0.5721,0.5477,0.481,0.1108
"[120, 60, 40]",100.0,0.6,1,epoch_1,0.6057,0.1285,0.6067,0.1218,0.5226,0.1183,1,0.6047,0.606,0.4969,0.2051
"[30, 20]",100.0,0.6,3,epoch_1,0.6061,0.1151,0.6971,0.1347,0.6192,0.1328,1,0.6047,0.6812,0.5687,0.4167
"[60, 60]",100.0,0.6,3,epoch_5,0.7757,0.1328,0.8273,0.1265,0.7515,0.1668,5,0.7744,0.8153,0.6938,0.7062
"[60, 60, 40]",100.0,0.6,3,epoch_1,0.6399,0.0809,0.6958,0.1178,0.6093,0.09,1,0.6395,0.6614,0.5576,0.439
"[120, 60, 20]",100.0,0.6,3,epoch_1,0.5799,0.0847,0.6681,0.143,0.5897,0.1301,1,0.5791,0.6104,0.4991,0.2849
"[120, 60, 40]",100.0,0.6,3,epoch_1,0.6218,0.0785,0.7032,0.1093,0.6152,0.1208,1,0.6209,0.655,0.5484,0.3833
"[30, 20]",1000.0,0,1,epoch_2,0.54,0.1257,0.5778,0.0912,0.495,0.0791,2,0.5395,0.5783,0.4754,0.2216
"[60, 60]",1000.0,0,1,epoch_1,0.6532,0.1522,0.6766,0.1413,0.5701,0.1265,1,0.6512,0.6825,0.5502,0.2601
"[60, 60, 40]",1000.0,0,1,epoch_1,0.4929,0.1162,0.543,0.104,0.4654,0.0622,1,0.493,0.5437,0.4552,0.1894
"[120, 60, 20]",1000.0,0,1,epoch_0,0.6265,0.1403,0.5933,0.1489,0.528,0.1659,0,0.6256,0.5928,0.4977,0.2467
"[120, 60, 40]",1000.0,0,1,epoch_1,0.4813,0.1098,0.5394,0.0941,0.4608,0.0626,1,0.4814,0.5398,0.4531,0.2923
"[30, 20]",1000.0,0,3,epoch_2,0.6103,0.1137,0.6026,0.1279,0.527,0.1207,2,0.6093,0.594,0.4946,0.4886
"[60, 60]",1000.0,0,3,epoch_6,0.6522,0.1171,0.7212,0.1479,0.6377,0.1503,1,0.6093,0.6802,0.5808,0.4792
"[60, 60, 40]",1000.0,0,3,epoch_0,0.5914,0.081,0.6222,0.1504,0.5496,0.1567,0,0.5907,0.6107,0.5137,0.4473
"[120, 60, 20]",1000.0,0,3,epoch_0,0.5819,0.0451,0.6126,0.1573,0.5429,0.1669,0,0.5814,0.5989,0.4923,0.3498
"[120, 60, 40]",1000.0,0,3,epoch_2,0.6177,0.1635,0.6495,0.1626,0.5594,0.1356,2,0.6163,0.64,0.529,0.6156
"[30, 20]",1000.0,0.2,1,epoch_2,0.5569,0.1124,0.5648,0.0741,0.4867,0.063,2,0.5581,0.566,0.472,0.1256
"[60, 60]",1000.0,0.2,1,epoch_1,0.6714,0.1604,0.6419,0.1861,0.5732,0.148,1,0.6698,0.6413,0.5431,0.3521
"[60, 60, 40]",1000.0,0.2,1,epoch_1,0.4401,0.1091,0.4918,0.1246,0.4483,0.0383,65,0.5302,0.5045,0.436,0.0066
"[120, 60, 20]",1000.0,0.2,1,epoch_1,0.5165,0.1412,0.5703,0.1187,0.4869,0.0945,2,0.5698,0.5427,0.4742,0.0766
"[120, 60, 40]",1000.0,0.2,1,epoch_1,0.4911,0.0974,0.5499,0.0832,0.4651,0.0574,1,0.4907,0.55,0.4586,0.3899
"[30, 20]",1000.0,0.2,3,epoch_1,0.5643,0.1893,0.6649,0.1671,0.5915,0.1778,1,0.5628,0.6631,0.5357,0.1142
"[60, 60]",1000.0,0.2,3,epoch_4,0.6709,0.1164,0.7364,0.1383,0.6677,0.1591,4,0.6698,0.7213,0.6164,0.6214
"[60, 60, 40]",1000.0,0.2,3,epoch_0,0.5675,0.0049,0.6172,0.135,0.55,0.1446,0,0.5674,0.6142,0.5262,1.0793
"[120, 60, 20]",1000.0,0.2,3,epoch_1,0.4807,0.1079,0.619,0.1215,0.5224,0.1005,0,0.5884,0.556,0.4815,0.3889
"[120, 60, 40]",1000.0,0.2,3,epoch_6,0.5537,0.1623,0.6025,0.1694,0.5451,0.172,7,0.607,0.5642,0.5132,0.4358
"[30, 20]",1000.0,0.4,1,epoch_1,0.5114,0.108,0.5345,0.0991,0.4596,0.0453,1,0.5116,0.531,0.4516,0.0912
"[60, 60]",1000.0,0.4,1,epoch_2,0.5929,0.2356,0.6013,0.2314,0.5579,0.1299,2,0.5907,0.5978,0.4905,0.1933
"[60, 60, 40]",1000.0,0.4,1,epoch_1,0.4888,0.1255,0.5375,0.1054,0.464,0.0747,1,0.4884,0.537,0.4516,0.1474
"[120, 60, 20]",1000.0,0.4,1,epoch_1,0.4682,0.0903,0.5278,0.0699,0.4531,0.0536,1,0.4674,0.5275,0.4465,0.2469
"[120, 60, 40]",1000.0,0.4,1,epoch_1,0.5219,0.1284,0.5709,0.1045,0.487,0.0861,1,0.5209,0.5708,0.4706,0.2896
"[30, 20]",1000.0,0.4,3,epoch_1,0.599,0.1136,0.6299,0.1773,0.5651,0.1495,1,0.5977,0.6278,0.5085,0.4347
"[60, 60]",1000.0,0.4,3,epoch_4,0.6243,0.1087,0.6832,0.1413,0.6047,0.1258,2,0.6279,0.6203,0.5792,0.5958
"[60, 60, 40]",1000.0,0.4,3,epoch_3,0.5862,0.0588,0.6328,0.1117,0.5485,0.1036,3,0.586,0.6338,0.5181,0.2689
"[120, 60, 20]",1000.0,0.4,3,epoch_1,0.4682,0.0903,0.6018,0.1003,0.5225,0.0985,2,0.5535,0.5747,0.502,0.2227
"[120, 60, 40]",1000.0,0.4,3,epoch_5,0.5956,0.1033,0.6578,0.1336,0.5814,0.1323,5,0.5953,0.6156,0.5588,0.3936
"[30, 20]",1000.0,0.6,1,epoch_1,0.5716,0.1418,0.5763,0.1257,0.4982,0.1108,4,0.5814,0.5679,0.477,0.1398
"[60, 60]",1000.0,0.6,1,epoch_5,0.7078,0.1139,0.6988,0.1085,0.6159,0.1442,5,0.707,0.6984,0.5835,0.4027
"[60, 60, 40]",1000.0,0.6,1,epoch_2,0.6328,0.106,0.6143,0.1127,0.5316,0.0962,2,0.6326,0.6155,0.51,0.2467
"[120, 60, 20]",1000.0,0.6,1,epoch_1,0.602,0.1287,0.6064,0.1176,0.5185,0.1112,1,0.6,0.6066,0.4968,0.2104
"[120, 60, 40]",1000.0,0.6,1,epoch_4,0.6288,0.1075,0.5895,0.1238,0.528,0.1091,1,0.6093,0.6097,0.5002,0.2156
"[30, 20]",1000.0,0.6,3,epoch_1,0.5901,0.1225,0.6641,0.1591,0.5877,0.1578,4,0.5977,0.6461,0.536,0.4711
"[60, 60]",1000.0,0.6,3,epoch_5,0.7989,0.1298,0.8486,0.1199,0.7808,0.171,5,0.7977,0.8307,0.7125,0.7468
"[60, 60, 40]",1000.0,0.6,3,epoch_1,0.6258,0.0892,0.6881,0.1165,0.5987,0.1124,1,0.6256,0.6584,0.5462,0.4068
"[120, 60, 20]",1000.0,0.6,3,epoch_1,0.6012,0.0896,0.6599,0.1335,0.5811,0.1339,1,0.6,0.615,0.5031,0.2849
"[120, 60, 40]",1000.0,0.6,3,epoch_1,0.6123,0.0782,0.6776,0.0974,0.5934,0.1032,1,0.6116,0.6403,0.5481,0.4265
