MLP Layer,Learning Rate,Dropout Rate,Ensemble Size,Best Epoch,Accuracy,AUROC,Avg Precision
"[120, 60, 40]",1.0,0.3,0,605,0.7793,0.7497,0.6141
[20],1.0,0.4,0,998,0.7533,0.7167,0.577
"[30, 20]",1.0,0.4,0,953,0.765,0.7308,0.5951
"[60, 20]",1.0,0.4,0,658,0.7689,0.7339,0.6007
"[60, 60, 20]",1.0,0.4,0,984,0.7779,0.7453,0.6146
"[120, 60, 20]",1.0,0.4,0,383,0.7741,0.7421,0.6074
[40],1.0,0.4,0,912,0.765,0.7307,0.5955
"[40, 40]",1.0,0.4,0,830,0.7689,0.7353,0.6013
"[60, 40]",1.0,0.4,0,998,0.7767,0.7429,0.611
"[120, 60, 40]",1.0,0.4,0,958,0.7715,0.7414,0.6033
[20],1.0,0.5,0,1000,0.7441,0.7073,0.5646
"[30, 20]",1.0,0.5,0,975,0.7624,0.7253,0.5909
"[60, 20]",1.0,0.5,0,747,0.7637,0.729,0.5948
"[60, 60, 20]",1.0,0.5,0,944,0.7701,0.7377,0.6039
"[120, 60, 20]",1.0,0.5,0,838,0.7767,0.7463,0.6135
[40],1.0,0.5,0,884,0.7571,0.7218,0.5853
"[40, 40]",1.0,0.5,0,962,0.7715,0.7381,0.6049
"[60, 40]",1.0,0.5,0,940,0.7741,0.7402,0.6086
"[120, 60, 40]",1.0,0.5,0,840,0.778,0.7486,0.6124
[20],1.0,0.6,0,964,0.7403,0.6995,0.5605
"[30, 20]",1.0,0.6,0,992,0.7701,0.7349,0.6027
"[60, 20]",1.0,0.6,0,985,0.7689,0.7353,0.6
"[60, 60, 20]",1.0,0.6,0,925,0.7701,0.7363,0.6032
"[120, 60, 20]",1.0,0.6,0,699,0.7779,0.7473,0.6134
[40],1.0,0.6,0,934,0.7533,0.716,0.5776
"[40, 40]",1.0,0.6,0,984,0.7701,0.7349,0.6017
"[60, 40]",1.0,0.6,0,943,0.7715,0.7381,0.6046
"[120, 60, 40]",1.0,0.6,0,936,0.7767,0.7429,0.6117
[20],1.0,0.7,0,975,0.7416,0.6984,0.564
"[30, 20]",1.0,0.7,0,1000,0.7506,0.7138,0.5719
"[60, 20]",1.0,0.7,0,999,0.7649,0.7274,0.5944
"[60, 60, 20]",1.0,0.7,0,881,0.7637,0.731,0.5941
"[120, 60, 20]",1.0,0.7,0,970,0.7688,0.7393,0.5996
[40],1.0,0.7,0,998,0.7585,0.7215,0.5854
"[40, 40]",1.0,0.7,0,982,0.7611,0.7243,0.5884
"[60, 40]",1.0,0.7,0,962,0.7637,0.7297,0.5937
"[120, 60, 40]",1.0,0.7,0,938,0.7702,0.7383,0.6032
[20],1.0,0.8,0,866,0.726,0.669,0.5377
"[30, 20]",1.0,0.8,0,987,0.7142,0.6448,0.5182
"[60, 20]",1.0,0.8,0,974,0.7402,0.6947,0.5575
"[60, 60, 20]",1.0,0.8,0,999,0.7259,0.6723,0.5413
"[120, 60, 20]",1.0,0.8,0,985,0.7415,0.6976,0.5624
[40],1.0,0.8,0,982,0.7403,0.6968,0.5612
"[40, 40]",1.0,0.8,0,984,0.7416,0.6972,0.562
"[60, 40]",1.0,0.8,0,996,0.739,0.6964,0.5568
"[120, 60, 40]",1.0,0.8,0,997,0.748,0.7164,0.5729
[20],1.0,0.9,0,161,0.6389,0.6171,0.4712
"[30, 20]",1.0,0.9,0,157,0.6417,0.5803,0.4376
"[60, 20]",1.0,0.9,0,125,0.5313,0.5573,0.4188
"[60, 60, 20]",1.0,0.9,0,161,0.6026,0.5253,0.4006
"[120, 60, 20]",1.0,0.9,0,140,0.5195,0.5388,0.4071
[40],1.0,0.9,0,956,0.7234,0.654,0.5333
"[40, 40]",1.0,0.9,0,90,0.5753,0.5991,0.4453
"[60, 40]",1.0,0.9,0,118,0.6115,0.5453,0.4232
"[120, 60, 40]",1.0,0.9,0,100,0.539,0.5219,0.3962
[20],10.0,0.0,0,999,0.7416,0.7025,0.5615
"[30, 20]",10.0,0.0,0,792,0.7597,0.7272,0.5867
"[60, 20]",10.0,0.0,0,872,0.7598,0.728,0.5876
"[60, 60, 20]",10.0,0.0,0,825,0.7649,0.7328,0.5963
"[120, 60, 20]",10.0,0.0,0,599,0.7779,0.7506,0.6166
[40],10.0,0.0,0,975,0.7533,0.7193,0.5786
"[40, 40]",10.0,0.0,0,707,0.7689,0.738,0.5998
"[60, 40]",10.0,0.0,0,775,0.7689,0.7367,0.6017
"[120, 60, 40]",10.0,0.0,0,368,0.7676,0.7383,0.5987
[20],10.0,0.1,0,984,0.7403,0.7015,0.5596
"[30, 20]",10.0,0.1,0,711,0.7623,0.7293,0.5903
"[60, 20]",10.0,0.1,0,935,0.7676,0.737,0.599
"[60, 60, 20]",10.0,0.1,0,574,0.7715,0.7394,0.6057
"[120, 60, 20]",10.0,0.1,0,729,0.7688,0.74,0.6002
[40],10.0,0.1,0,994,0.7611,0.7283,0.5888
"[40, 40]",10.0,0.1,0,902,0.7663,0.7332,0.5988
"[60, 40]",10.0,0.1,0,999,0.7741,0.7415,0.6087
"[120, 60, 40]",10.0,0.1,0,533,0.7766,0.7488,0.6109
[20],10.0,0.2,0,993,0.7429,0.7049,0.5628
"[30, 20]",10.0,0.2,0,982,0.7689,0.7333,0.6013
"[60, 20]",10.0,0.2,0,832,0.7676,0.7336,0.5992
"[60, 60, 20]",10.0,0.2,0,889,0.7727,0.7418,0.6071
"[120, 60, 20]",10.0,0.2,0,609,0.7753,0.7452,0.6101
[40],10.0,0.2,0,995,0.7572,0.7251,0.583
"[40, 40]",10.0,0.2,0,977,0.7624,0.7301,0.5913
"[60, 40]",10.0,0.2,0,560,0.7702,0.7369,0.6028
"[120, 60, 40]",10.0,0.2,0,633,0.774,0.7454,0.607
[20],10.0,0.3,0,959,0.7507,0.7139,0.5739
"[30, 20]",10.0,0.3,0,932,0.7727,0.7411,0.6063
"[60, 20]",10.0,0.3,0,851,0.7767,0.745,0.611
"[60, 60, 20]",10.0,0.3,0,964,0.7741,0.7442,0.6083
"[120, 60, 20]",10.0,0.3,0,843,0.7792,0.7477,0.6161
[40],10.0,0.3,0,957,0.7636,0.7283,0.5941
"[40, 40]",10.0,0.3,0,942,0.7728,0.7405,0.6075
"[60, 40]",10.0,0.3,0,990,0.7728,0.7425,0.6059
"[120, 60, 40]",10.0,0.3,0,420,0.7728,0.7417,0.6063
[20],10.0,0.4,0,954,0.7455,0.707,0.5671
"[30, 20]",10.0,0.4,0,945,0.765,0.7308,0.5948
"[60, 20]",10.0,0.4,0,962,0.7702,0.737,0.6036
"[60, 60, 20]",10.0,0.4,0,872,0.7741,0.7422,0.6079
"[120, 60, 20]",10.0,0.4,0,897,0.7702,0.739,0.6028
[40],10.0,0.4,0,846,0.7571,0.7211,0.584
"[40, 40]",10.0,0.4,0,822,0.7702,0.7377,0.6021
"[60, 40]",10.0,0.4,0,928,0.7741,0.7415,0.6082
"[120, 60, 40]",10.0,0.4,0,846,0.7819,0.7511,0.6181
[20],10.0,0.5,0,948,0.7494,0.7115,0.5745
"[30, 20]",10.0,0.5,0,858,0.7728,0.7391,0.6065
"[60, 20]",10.0,0.5,0,926,0.7702,0.7356,0.6037
"[60, 60, 20]",10.0,0.5,0,931,0.7701,0.7377,0.6022
"[120, 60, 20]",10.0,0.5,0,484,0.774,0.7421,0.6089
[40],10.0,0.5,0,972,0.761,0.7256,0.5918
"[40, 40]",10.0,0.5,0,819,0.7779,0.7439,0.6137
"[60, 40]",10.0,0.5,0,900,0.7754,0.7412,0.6124
"[120, 60, 40]",10.0,0.5,0,863,0.7767,0.7457,0.612
[20],10.0,0.6,0,994,0.7494,0.7116,0.5736
"[30, 20]",10.0,0.6,0,959,0.7663,0.7297,0.5969
"[60, 20]",10.0,0.6,0,813,0.7727,0.7397,0.6066
"[60, 60, 20]",10.0,0.6,0,893,0.7688,0.7338,0.601
"[120, 60, 20]",10.0,0.6,0,674,0.7727,0.7417,0.6064
[40],10.0,0.6,0,997,0.7598,0.7227,0.5881
"[40, 40]",10.0,0.6,0,994,0.7689,0.7332,0.6026
"[60, 40]",10.0,0.6,0,957,0.7728,0.7391,0.606
"[120, 60, 40]",10.0,0.6,0,514,0.7728,0.7397,0.6076
[20],10.0,0.7,0,996,0.7429,0.7009,0.5636
"[30, 20]",10.0,0.7,0,966,0.7559,0.7181,0.5807
"[60, 20]",10.0,0.7,0,999,0.7624,0.7261,0.5915
"[60, 60, 20]",10.0,0.7,0,981,0.7649,0.7327,0.5948
"[120, 60, 20]",10.0,0.7,0,915,0.7689,0.7393,0.5998
[40],10.0,0.7,0,999,0.7571,0.7218,0.583
"[40, 40]",10.0,0.7,0,945,0.7546,0.7164,0.5799
"[60, 40]",10.0,0.7,0,993,0.7675,0.7335,0.5992
"[120, 60, 40]",10.0,0.7,0,990,0.7754,0.7438,0.6103
[20],10.0,0.8,0,974,0.7286,0.6752,0.5437
"[30, 20]",10.0,0.8,0,954,0.7247,0.6579,0.5329
"[60, 20]",10.0,0.8,0,835,0.7337,0.6813,0.55
"[60, 60, 20]",10.0,0.8,0,988,0.7193,0.657,0.5272
"[120, 60, 20]",10.0,0.8,0,1000,0.722,0.6787,0.5368
[40],10.0,0.8,0,870,0.7429,0.6988,0.5636
"[40, 40]",10.0,0.8,0,979,0.7454,0.7028,0.5685
"[60, 40]",10.0,0.8,0,1000,0.7468,0.7074,0.5682
"[120, 60, 40]",10.0,0.8,0,993,0.7403,0.7122,0.5649
[20],10.0,0.9,0,997,0.6649,0.5627,0.445
"[30, 20]",10.0,0.9,0,126,0.5246,0.5338,0.413
"[60, 20]",10.0,0.9,0,122,0.4766,0.5457,0.4065
"[60, 60, 20]",10.0,0.9,0,113,0.4619,0.5246,0.4001
"[120, 60, 20]",10.0,0.9,0,161,0.6129,0.5362,0.4083
[40],10.0,0.9,0,999,0.7142,0.6434,0.5187
"[40, 40]",10.0,0.9,0,110,0.6234,0.5191,0.4045
"[60, 40]",10.0,0.9,0,107,0.622,0.5701,0.4364
"[120, 60, 40]",10.0,0.9,0,103,0.531,0.5273,0.3977
[20],100.0,0.0,0,1000,0.7364,0.697,0.5536
"[30, 20]",100.0,0.0,0,985,0.7507,0.7153,0.5731
"[60, 20]",100.0,0.0,0,1000,0.7663,0.7339,0.598
"[60, 60, 20]",100.0,0.0,0,496,0.7792,0.7483,0.6163
"[120, 60, 20]",100.0,0.0,0,291,0.765,0.7349,0.5968
[40],100.0,0.0,0,983,0.7507,0.7159,0.5744
"[40, 40]",100.0,0.0,0,988,0.7702,0.7377,0.6025
"[60, 40]",100.0,0.0,0,559,0.7741,0.7422,0.6086
"[120, 60, 40]",100.0,0.0,0,497,0.774,0.7481,0.6082
[20],100.0,0.1,0,991,0.7403,0.7014,0.5587
"[30, 20]",100.0,0.1,0,903,0.7637,0.7311,0.5935
"[60, 20]",100.0,0.1,0,906,0.7624,0.7301,0.5919
"[60, 60, 20]",100.0,0.1,0,846,0.7779,0.7473,0.6142
"[120, 60, 20]",100.0,0.1,0,620,0.7702,0.7397,0.6023
[40],100.0,0.1,0,823,0.7533,0.7187,0.5786
"[40, 40]",100.0,0.1,0,976,0.7663,0.7359,0.5958
"[60, 40]",100.0,0.1,0,986,0.7727,0.7424,0.6043
"[120, 60, 40]",100.0,0.1,0,425,0.7754,0.7453,0.6093
[20],100.0,0.2,0,992,0.7442,0.7066,0.5642
"[30, 20]",100.0,0.2,0,843,0.765,0.7321,0.5936
"[60, 20]",100.0,0.2,0,985,0.7663,0.7325,0.5963
"[60, 60, 20]",100.0,0.2,0,685,0.778,0.746,0.6159
"[120, 60, 20]",100.0,0.2,0,662,0.7792,0.749,0.6144
[40],100.0,0.2,0,912,0.7545,0.7189,0.5802
"[40, 40]",100.0,0.2,0,1000,0.765,0.7335,0.5964
"[60, 40]",100.0,0.2,0,980,0.7741,0.7428,0.6065
"[120, 60, 40]",100.0,0.2,0,715,0.7779,0.7533,0.6114
[20],100.0,0.3,0,981,0.7507,0.7146,0.5748
"[30, 20]",100.0,0.3,0,960,0.7637,0.7297,0.5919
"[60, 20]",100.0,0.3,0,936,0.7676,0.7343,0.5993
"[60, 60, 20]",100.0,0.3,0,810,0.7715,0.7401,0.6034
"[120, 60, 20]",100.0,0.3,0,742,0.774,0.7448,0.6079
[40],100.0,0.3,0,927,0.7598,0.7259,0.5871
"[40, 40]",100.0,0.3,0,695,0.765,0.7321,0.5984
"[60, 40]",100.0,0.3,0,804,0.7767,0.7449,0.6133
"[120, 60, 40]",100.0,0.3,0,777,0.7754,0.7478,0.6078
[20],100.0,0.4,0,998,0.7507,0.7152,0.5745
"[30, 20]",100.0,0.4,0,884,0.7649,0.7301,0.5951
"[60, 20]",100.0,0.4,0,737,0.7702,0.7377,0.6015
"[60, 60, 20]",100.0,0.4,0,709,0.7766,0.7436,0.6129
"[120, 60, 20]",100.0,0.4,0,858,0.774,0.7408,0.6073
[40],100.0,0.4,0,941,0.7598,0.726,0.588
"[40, 40]",100.0,0.4,0,930,0.7715,0.7367,0.6055
"[60, 40]",100.0,0.4,0,552,0.7728,0.7384,0.6055
"[120, 60, 40]",100.0,0.4,0,361,0.7728,0.7411,0.6076
[20],100.0,0.5,0,868,0.7494,0.7101,0.574
"[30, 20]",100.0,0.5,0,987,0.7663,0.7305,0.5968
"[60, 20]",100.0,0.5,0,991,0.7676,0.7322,0.5992
"[60, 60, 20]",100.0,0.5,0,631,0.778,0.748,0.6147
"[120, 60, 20]",100.0,0.5,0,522,0.7779,0.7473,0.6136
[40],100.0,0.5,0,937,0.7533,0.7161,0.5784
"[40, 40]",100.0,0.5,0,990,0.7688,0.7345,0.601
"[60, 40]",100.0,0.5,0,999,0.7767,0.7429,0.6131
"[120, 60, 40]",100.0,0.5,0,756,0.7793,0.7491,0.6154
[20],100.0,0.6,0,998,0.7507,0.7133,0.5758
"[30, 20]",100.0,0.6,0,941,0.7662,0.7304,0.5965
"[60, 20]",100.0,0.6,0,865,0.7689,0.7325,0.601
"[60, 60, 20]",100.0,0.6,0,954,0.7741,0.7415,0.607
"[120, 60, 20]",100.0,0.6,0,719,0.7715,0.7387,0.6047
[40],100.0,0.6,0,984,0.7624,0.7254,0.5921
"[40, 40]",100.0,0.6,0,979,0.7662,0.7317,0.5961
"[60, 40]",100.0,0.6,0,893,0.7728,0.7397,0.6057
"[120, 60, 40]",100.0,0.6,0,648,0.7766,0.7428,0.612
[20],100.0,0.7,0,981,0.7415,0.6998,0.5618
"[30, 20]",100.0,0.7,0,997,0.7546,0.7171,0.5793
"[60, 20]",100.0,0.7,0,937,0.7637,0.7277,0.5921
"[60, 60, 20]",100.0,0.7,0,1000,0.7598,0.7266,0.5879
"[120, 60, 20]",100.0,0.7,0,955,0.7688,0.7399,0.6003
[40],100.0,0.7,0,758,0.7598,0.7233,0.5877
"[40, 40]",100.0,0.7,0,964,0.761,0.7257,0.5893
"[60, 40]",100.0,0.7,0,946,0.7689,0.7333,0.6007
"[120, 60, 40]",100.0,0.7,0,886,0.7715,0.7407,0.6038
[20],100.0,0.8,0,955,0.735,0.6824,0.5502
"[30, 20]",100.0,0.8,0,984,0.7336,0.6725,0.5479
"[60, 20]",100.0,0.8,0,998,0.7415,0.6977,0.5611
"[60, 60, 20]",100.0,0.8,0,997,0.696,0.6315,0.4965
"[120, 60, 20]",100.0,0.8,0,988,0.7312,0.6853,0.5505
[40],100.0,0.8,0,900,0.7494,0.7095,0.5748
"[40, 40]",100.0,0.8,0,777,0.7416,0.6884,0.5592
"[60, 40]",100.0,0.8,0,983,0.7442,0.7033,0.568
"[120, 60, 40]",100.0,0.8,0,992,0.7363,0.707,0.5578
[20],100.0,0.9,0,172,0.6651,0.6214,0.4733
"[30, 20]",100.0,0.9,0,147,0.6067,0.5527,0.4229
"[60, 20]",100.0,0.9,0,136,0.5897,0.5671,0.436
"[60, 60, 20]",100.0,0.9,0,146,0.5714,0.5311,0.3995
"[120, 60, 20]",100.0,0.9,0,148,0.5312,0.5356,0.3993
[40],100.0,0.9,0,941,0.7272,0.6572,0.5408
"[40, 40]",100.0,0.9,0,101,0.5908,0.5727,0.4352
"[60, 40]",100.0,0.9,0,117,0.6143,0.5716,0.4317
"[120, 60, 40]",100.0,0.9,0,98,0.5183,0.5263,0.399
[20],1000.0,0.0,0,978,0.7377,0.6987,0.555
"[30, 20]",1000.0,0.0,0,948,0.765,0.7322,0.5947
"[60, 20]",1000.0,0.0,0,971,0.7585,0.7256,0.5872
"[60, 60, 20]",1000.0,0.0,0,753,0.7779,0.7493,0.6138
"[120, 60, 20]",1000.0,0.0,0,594,0.7741,0.7421,0.6094
[40],1000.0,0.0,0,908,0.7533,0.718,0.578
"[40, 40]",1000.0,0.0,0,925,0.7636,0.7325,0.5943
"[60, 40]",1000.0,0.0,0,993,0.7649,0.7355,0.5937
"[120, 60, 40]",1000.0,0.0,0,338,0.7663,0.738,0.5986
[20],1000.0,0.1,0,983,0.7416,0.7025,0.5618
"[30, 20]",1000.0,0.1,0,711,0.7623,0.7307,0.5899
"[60, 20]",1000.0,0.1,0,981,0.765,0.7322,0.5952
"[60, 60, 20]",1000.0,0.1,0,433,0.7701,0.7397,0.6028
"[120, 60, 20]",1000.0,0.1,0,617,0.7766,0.7483,0.6114
[40],1000.0,0.1,0,974,0.7597,0.7252,0.5872
"[40, 40]",1000.0,0.1,0,1000,0.7662,0.7339,0.5959
"[60, 40]",1000.0,0.1,0,739,0.7689,0.7367,0.6038
"[120, 60, 40]",1000.0,0.1,0,526,0.7676,0.7396,0.5969
[20],1000.0,0.2,0,999,0.7429,0.7042,0.5625
"[30, 20]",1000.0,0.2,0,945,0.7676,0.7349,0.5994
"[60, 20]",1000.0,0.2,0,724,0.7715,0.7388,0.604
"[60, 60, 20]",1000.0,0.2,0,726,0.7766,0.7443,0.6116
"[120, 60, 20]",1000.0,0.2,0,783,0.7818,0.7537,0.6221
[40],1000.0,0.2,0,954,0.7637,0.7297,0.5938
"[40, 40]",1000.0,0.2,0,920,0.7702,0.737,0.6038
"[60, 40]",1000.0,0.2,0,890,0.7702,0.737,0.6028
"[120, 60, 40]",1000.0,0.2,0,588,0.7715,0.7414,0.6055
[20],1000.0,0.3,0,953,0.7468,0.7121,0.5683
"[30, 20]",1000.0,0.3,0,891,0.7624,0.7267,0.5899
"[60, 20]",1000.0,0.3,0,648,0.7715,0.7388,0.6038
"[60, 60, 20]",1000.0,0.3,0,979,0.774,0.7421,0.6099
"[120, 60, 20]",1000.0,0.3,0,685,0.7766,0.7477,0.6109
[40],1000.0,0.3,0,962,0.7598,0.726,0.5871
"[40, 40]",1000.0,0.3,0,935,0.7689,0.7353,0.6016
"[60, 40]",1000.0,0.3,0,815,0.7702,0.737,0.6031
"[120, 60, 40]",1000.0,0.3,0,340,0.7728,0.7411,0.6059
[20],1000.0,0.4,0,975,0.7493,0.7108,0.5736
"[30, 20]",1000.0,0.4,0,850,0.7676,0.7329,0.5973
"[60, 20]",1000.0,0.4,0,706,0.7689,0.734,0.5997
"[60, 60, 20]",1000.0,0.4,0,846,0.7766,0.7449,0.6118
"[120, 60, 20]",1000.0,0.4,0,677,0.7793,0.7498,0.6185
[40],1000.0,0.4,0,982,0.7597,0.7245,0.5878
"[40, 40]",1000.0,0.4,0,834,0.7715,0.7394,0.6048
"[60, 40]",1000.0,0.4,0,912,0.7754,0.7425,0.6117
"[120, 60, 40]",1000.0,0.4,0,364,0.7714,0.7407,0.6036
[20],1000.0,0.5,0,928,0.7493,0.7129,0.573
"[30, 20]",1000.0,0.5,0,998,0.7676,0.7342,0.5983
"[60, 20]",1000.0,0.5,0,997,0.7689,0.7333,0.601
"[60, 60, 20]",1000.0,0.5,0,705,0.7701,0.739,0.6019
"[120, 60, 20]",1000.0,0.5,0,612,0.7741,0.7422,0.6087
[40],1000.0,0.5,0,960,0.7585,0.7223,0.5858
"[40, 40]",1000.0,0.5,0,989,0.7663,0.7311,0.5992
"[60, 40]",1000.0,0.5,0,986,0.7689,0.7346,0.6008
"[120, 60, 40]",1000.0,0.5,0,661,0.7754,0.7426,0.6107
[20],1000.0,0.6,0,963,0.752,0.7143,0.5775
"[30, 20]",1000.0,0.6,0,979,0.7637,0.727,0.5934
"[60, 20]",1000.0,0.6,0,884,0.7701,0.7356,0.602
"[60, 60, 20]",1000.0,0.6,0,783,0.7715,0.7373,0.6043
"[120, 60, 20]",1000.0,0.6,0,627,0.7702,0.7383,0.6045
[40],1000.0,0.6,0,950,0.7585,0.7214,0.5861
"[40, 40]",1000.0,0.6,0,908,0.7663,0.7318,0.5973
"[60, 40]",1000.0,0.6,0,924,0.7702,0.737,0.6031
"[120, 60, 40]",1000.0,0.6,0,813,0.7741,0.7429,0.6089
[20],1000.0,0.7,0,991,0.7377,0.696,0.5577
"[30, 20]",1000.0,0.7,0,906,0.7507,0.7125,0.5751
"[60, 20]",1000.0,0.7,0,996,0.7572,0.7198,0.5818
"[60, 60, 20]",1000.0,0.7,0,911,0.7637,0.7311,0.5926
"[120, 60, 20]",1000.0,0.7,0,778,0.7649,0.7354,0.5946
[40],1000.0,0.7,0,996,0.7559,0.7167,0.5824
"[40, 40]",1000.0,0.7,0,994,0.7611,0.7243,0.5896
"[60, 40]",1000.0,0.7,0,1000,0.7662,0.7291,0.5967
"[120, 60, 40]",1000.0,0.7,0,898,0.7702,0.7383,0.6017
[20],1000.0,0.8,0,999,0.7299,0.6768,0.5429
"[30, 20]",1000.0,0.8,0,980,0.7247,0.6598,0.5345
"[60, 20]",1000.0,0.8,0,984,0.7363,0.6895,0.5514
"[60, 60, 20]",1000.0,0.8,0,997,0.7038,0.6292,0.5018
"[120, 60, 20]",1000.0,0.8,0,988,0.726,0.6826,0.5409
[40],1000.0,0.8,0,989,0.7468,0.7055,0.5687
"[40, 40]",1000.0,0.8,0,995,0.7416,0.6958,0.5599
"[60, 40]",1000.0,0.8,0,985,0.7507,0.7131,0.5755
"[120, 60, 40]",1000.0,0.8,0,979,0.7377,0.7088,0.5609
[20],1000.0,0.9,0,201,0.687,0.6127,0.483
"[30, 20]",1000.0,0.9,0,151,0.6209,0.5536,0.4173
"[60, 20]",1000.0,0.9,0,140,0.5921,0.5745,0.4365
"[60, 60, 20]",1000.0,0.9,0,156,0.6016,0.5239,0.3954
"[120, 60, 20]",1000.0,0.9,0,147,0.5546,0.5633,0.4204
[40],1000.0,0.9,0,933,0.7234,0.6535,0.5315
"[40, 40]",1000.0,0.9,0,76,0.5169,0.5555,0.4187
"[60, 40]",1000.0,0.9,0,108,0.6286,0.5342,0.4099
"[120, 60, 40]",1000.0,0.9,0,104,0.5352,0.529,0.4019
